ProtA	ProtB	Label
C14B1.4	Y102A5A.1	negative
C14B1.4	Y106G6H.3	negative
C14B1.4	Y22D7AL.5	negative
C14B1.4	Y48G9A.3	negative
C14B1.4	ZK20.5	negative
C14B9.7	C14C10.4	negative
C14B9.7	C15H9.6	negative
C14B9.7	C16A3.9	negative
C14B9.7	C17G10.9	negative
C14B9.7	C23G10.3	negative
C14B9.7	C23G10.4	negative
C14B9.7	C25A1.10	negative
C14B9.7	C26D10.2	negative
C14B9.7	C27D11.1	negative
C14B9.7	C30C11.2	negative
C14B9.7	C30C11.4	negative
C14B9.7	C33A12.1	negative
C14B9.7	C34E10.6	negative
C14B9.7	C41C4.8	negative
C14B9.7	C41D11.2	negative
C14B9.7	C44E4.4	negative
C14B9.7	C47E8.5	negative
C14B9.7	C50B6.2	negative
C14B9.7	C52E4.3	negative
C14B9.7	C52E4.4	negative
C14B9.7	C53B7.4	negative
C14B9.7	C56C10.3	negative
C14B9.7	CD4.3	negative
C14B9.7	D1007.6	negative
C14B9.7	D1007.7	negative
C14B9.7	D1014.3	negative
C14B9.7	D1043.1	negative
C14B9.7	D2013.7	negative
C14B9.7	D2096.8	negative
C14B9.7	DY3.2	negative
C14B9.7	E01A2.2	negative
C14B9.7	E04A4.7	negative
C14B9.7	F01F1.8	negative
C14B9.7	F01G12.5	negative
C14B9.7	F02E8.1	negative
C14B9.7	F10G7.2	negative
C14B9.7	F10G7.8	negative
C14B9.7	F17C11.9	negative
C14B9.7	F23F1.8	negative
C14B9.7	F23F12.6	negative
C14B9.7	F25H5.4	negative
C14B9.7	F26B1.2	negative
C14B9.7	F26D10.3	negative
C14B9.7	F27C1.7	negative
C14B9.7	F28C6.6	negative
C14B9.7	F28D1.7	negative
C14B9.7	F29G9.5	negative
C14B9.7	F32E10.4	negative
C14B9.7	F33D11.10	negative
C14B9.7	F35F11.1	negative
C14B9.7	F36A2.6	negative
C14B9.7	F37C12.11	negative
C14B9.7	F37C12.9	negative
C14B9.7	F38H4.9	negative
C14B9.7	F39B2.6	negative
C14B9.7	F40F11.1	negative
C14B9.7	F40F8.10	negative
C14B9.7	F40G9.17	negative
C14B9.7	F41C3.5	negative
C14B9.7	F42C5.8	negative
C14B9.7	F45E1.6	negative
C14B9.7	F47B10.1	negative
C14B9.7	F48E8.5	negative
C14B9.7	F48F7.1	negative
C14B9.7	F52D10.3	negative
C14B9.7	F53A3.3	negative
C14B9.7	F54A3.3	negative
C14B9.7	F54E7.2	negative
C14B9.7	F55A3.3	negative
C14B9.7	F55D10.2	negative
C14B9.7	F56A8.6	negative
C14B9.7	F56C9.1	negative
C14B9.7	F56D2.6	negative
C14B9.7	F56E10.4	negative
C14B9.7	F56F3.5	negative
C14B9.7	F56H1.4	negative
C14B9.7	F57B9.10	negative
C14B9.7	F57B9.6	negative
C14B9.7	F58A4.9	negative
C14B9.7	F58B3.5	negative
C14B9.7	F58E10.3	negative
C14B9.7	F58F12.1	negative
C14B9.7	F59A2.3	negative
C14B9.7	F59C6.5	negative
C14B9.7	H06I04.4	negative
C14B9.7	H28O16.1	negative
C14B9.7	H39E23.1	negative
C14B9.7	K01G5.4	negative
C14B9.7	K02B2.5	negative
C14B9.7	K04D7.1	negative
C14B9.7	K04G2.1	negative
C14B9.7	K04G7.4	negative
C14B9.7	K07A1.12	negative
C14B9.7	K07A12.3	negative
C14B9.7	K07C5.4	negative
C14B9.7	K07D4.3	negative
C14B9.7	K08C7.3	negative
C14B9.7	K08D10.4	negative
C14B9.7	K08F4.2	negative
C14B9.7	K12C11.2	negative
C14B9.7	K12H4.3	negative
C14B9.7	M106.5	negative
C14B9.7	M110.4	negative
C14B9.7	M117.2	negative
C14B9.7	R07B1.10	negative
C14B9.7	R08C7.3	negative
C14B9.7	R08D7.3	negative
C14B9.7	R12E2.3	negative
C14B9.7	T01C3.6	negative
C14B9.7	T01G9.6	negative
C14B9.7	T02G5.9	negative
C14B9.7	T04C12.5	negative
C14B9.7	T04D1.3	negative
C14B9.7	T05C12.7	negative
C14B9.7	T05E11.1	negative
C14B9.7	T05F1.3	negative
C14B9.7	T08B2.10	negative
C14B9.7	T10B5.5	negative
C14B9.7	T10E9.7	negative
C14B9.7	T12D8.6	negative
C14B9.7	T16G1.11	negative
C14B9.7	T20G5.1	negative
C14B9.7	T20G5.2	negative
C14B9.7	T21B10.7	negative
C14B9.7	T21H3.3	negative
C14B9.7	T22D1.9	negative
C14B9.7	T22F3.4	negative
C14B9.7	T23D8.4	negative
C14B9.7	T27E9.1	negative
C14B9.7	T28D9.10	negative
C14B9.7	W04D2.1	negative
C14B9.7	W08D2.7	negative
C14B9.7	W08F4.8	negative
C14B9.7	Y105E8A.16	negative
C14B9.7	Y106G6H.2	negative
C14B9.7	Y113G7B.17	negative
C14B9.7	Y116A8C.42	negative
C14B9.7	Y18D10A.5	negative
C14B9.7	Y22D7AL.5	negative
C14B9.7	Y37E3.10	negative
C14B9.7	Y38A10A.5	negative
C14B9.7	Y39A1C.3	negative
C14B9.7	Y41D4B.5	negative
C14B9.7	Y41E3.4	negative
C14B9.7	Y46H3A.7	negative
C14B9.7	Y47D3B.10	negative
C14B9.7	Y48E1B.5	negative
C14B9.7	Y48G9A.3	negative
C14B9.7	Y50D7A.4	negative
C14B9.7	Y50D7A.7	negative
C14B9.7	Y53G8AL.2	negative
C14B9.7	Y54E10BL.5	negative
C14B9.7	Y54E2A.11	negative
C14B9.7	Y54F10AM.5	negative
C14B9.7	Y54G9A.6	negative
C14B9.7	Y55B1AR.1	negative
C14B9.7	Y55F3AM.15	negative
C14B9.7	Y57G11C.16	negative
C14B9.7	Y57G11C.34	negative
C14B9.7	Y69A2AR.18	negative
C14B9.7	Y71A12B.1	negative
C14B9.7	Y71D11A.2	negative
C14B9.7	Y71F9AL.16	negative
C14B9.7	Y71H2AM.19	negative
C14B9.7	Y71H2B.10	negative
C14B9.7	Y74C10AR.1	negative
C14B9.7	Y75B12B.2	negative
C14B9.7	Y79H2A.6	negative
C14B9.7	Y87G2A.6	negative
C14B9.7	ZC434.2	negative
C14B9.7	ZC434.5	negative
C14B9.7	ZK131.8	negative
C14B9.7	ZK328.2	negative
C14C10.4	C15H9.6	negative
C14C10.4	C23G10.3	negative
C14C10.4	C27D11.1	negative
C14C10.4	C27H6.2	negative
C14C10.4	C30C11.2	negative
C14C10.4	C34E10.6	negative
C14C10.4	C35D10.16	negative
C14C10.4	C36B1.4	negative
C14C10.4	C41D11.2	negative
C14C10.4	C44E4.4	negative
C14C10.4	C47E8.5	negative
C14C10.4	C53H9.1	negative
C14C10.4	CD4.3	negative
C14C10.4	D1007.6	negative
C14C10.4	D1007.7	negative
C14C10.4	D1014.3	negative
C14C10.4	D1043.1	negative
C14C10.4	D2007.4	negative
C14C10.4	D2096.8	negative
C14C10.4	DY3.2	negative
C14C10.4	E01A2.2	negative
C14C10.4	E04A4.7	negative
C14C10.4	E04A4.8	negative
C14C10.4	F02E8.1	negative
C14C10.4	F10G7.2	negative
C14C10.4	F10G7.8	negative
C14C10.4	F17C11.9	negative
C14C10.4	F18A1.5	negative
C14C10.4	F22B5.2	negative
C14C10.4	F23F1.8	negative
C14C10.4	F23F12.6	negative
C14C10.4	F23H11.3	negative
C14C10.4	F25H5.4	negative
C14C10.4	F26B1.2	negative
C14C10.4	F26D10.3	negative
C14C10.4	F27C1.7	negative
C14C10.4	F28C6.6	negative
C14C10.4	F31D4.3	negative
C14C10.4	F37C12.11	negative
C14C10.4	F46H5.3	negative
C14C10.4	F47D12.4	negative
C14C10.4	F48E8.5	negative
C14C10.4	F48F7.1	negative
C14C10.4	F49C12.8	negative
C14C10.4	F52B5.6	negative
C14C10.4	F54C9.5	negative
C14C10.4	F55A3.3	negative
C14C10.4	F56B3.8	negative
C14C10.4	F56D2.6	negative
C14C10.4	F57B9.10	negative
C14C10.4	F58B3.5	negative
C14C10.4	F58E10.3	negative
C14C10.4	F58F12.1	negative
C14C10.4	H27M09.2	negative
C14C10.4	H28O16.1	negative
C14C10.4	K01G5.4	negative
C14C10.4	K04D7.1	negative
C14C10.4	K07D4.3	negative
C14C10.4	K08D10.4	negative
C14C10.4	M01F1.2	negative
C14C10.4	M106.5	negative
C14C10.4	M110.4	negative
C14C10.4	M18.7	negative
C14C10.4	R07B1.10	negative
C14C10.4	R07G3.1	negative
C14C10.4	R08D7.3	negative
C14C10.4	R11A8.6	negative
C14C10.4	R11D1.8	negative
C14C10.4	R13A5.8	negative
C14C10.4	R74.1	negative
C14C10.4	T01B7.4	negative
C14C10.4	T01G9.6	negative
C14C10.4	T07A9.11	negative
C14C10.4	T08B2.10	negative
C14C10.4	T10B5.5	negative
C14C10.4	T20G5.1	negative
C14C10.4	T22D1.9	negative
C14C10.4	T27E9.1	negative
C14C10.4	T28D9.10	negative
C14C10.4	W01B11.3	negative
C14C10.4	W01D2.1	negative
C14C10.4	W03D2.4	negative
C14C10.4	W08F4.8	negative
C14C10.4	W09C5.6	negative
C14C10.4	Y105E8A.16	negative
C14C10.4	Y111B2A.18	negative
C14C10.4	Y116A8C.42	negative
C14C10.4	Y22D7AL.5	negative
C14C10.4	Y37E3.8	negative
C14C10.4	Y45F10D.12	negative
C14C10.4	Y46H3A.7	negative
C14C10.4	Y47D3B.10	negative
C14C10.4	Y48G8AL.8	negative
C14C10.4	Y49E10.15	negative
C14C10.4	Y50D7A.4	negative
C14C10.4	Y54E2A.11	negative
C14C10.4	Y54G9A.6	negative
C14C10.4	Y55B1AR.1	negative
C14C10.4	Y55F3AM.15	negative
C14C10.4	Y57G11C.16	negative
C14C10.4	Y71F9AL.16	negative
C14C10.4	Y71F9B.4	negative
C14C10.4	Y71H2AM.23	negative
C14C10.4	Y71H2B.10	negative
C14C10.4	Y75B12B.2	negative
C14C10.4	Y87G2A.6	negative
C14C10.4	ZK20.5	negative
C14C10.4	ZK328.2	negative
C15H9.6	C16A3.9	negative
C15H9.6	C18A3.3	negative
C15H9.6	C23G10.3	negative
C15H9.6	C23G10.4	negative
C15H9.6	C25A1.10	negative
C15H9.6	C26D10.2	negative
C15H9.6	C26F1.9	negative
C15H9.6	C27A2.2	negative
C15H9.6	C27D11.1	negative
C15H9.6	C30C11.2	negative
C15H9.6	C30C11.4	negative
C15H9.6	C32E8.2	negative
C15H9.6	C33A12.1	negative
C15H9.6	C34E10.6	negative
C15H9.6	C37A2.7	negative
C15H9.6	C41D11.2	negative
C15H9.6	C42C1.14	negative
C15H9.6	C47B2.5	negative
C15H9.6	C47E12.8	negative
C15H9.6	C49H3.11	negative
C15H9.6	C53B7.4	negative
C15H9.6	C53H9.1	negative
C15H9.6	CD4.3	negative
C15H9.6	CD4.6	negative
C15H9.6	D1007.12	negative
C15H9.6	D1007.6	negative
C15H9.6	D1007.7	negative
C15H9.6	D1014.3	negative
C15H9.6	D1043.1	negative
C15H9.6	D2013.7	negative
C15H9.6	D2096.3	negative
C15H9.6	D2096.8	negative
C15H9.6	DY3.2	negative
C15H9.6	E04A4.7	negative
C15H9.6	F01F1.8	negative
C15H9.6	F01G12.5	negative
C15H9.6	F02E8.1	negative
C15H9.6	F10B5.1	negative
C15H9.6	F10E7.7	negative
C15H9.6	F10G7.2	negative
C15H9.6	F10G7.8	negative
C15H9.6	F13B10.2	negative
C15H9.6	F13D12.6	negative
C15H9.6	F18A1.5	negative
C15H9.6	F23B2.6	negative
C15H9.6	F23F1.8	negative
C15H9.6	F23F12.6	negative
C15H9.6	F25H2.10	negative
C15H9.6	F25H5.4	negative
C15H9.6	F26B1.2	negative
C15H9.6	F27C1.7	negative
C15H9.6	F28B3.8	negative
C15H9.6	F28C6.6	negative
C15H9.6	F28D1.7	negative
C15H9.6	F31D4.3	negative
C15H9.6	F32E10.4	negative
C15H9.6	F33D11.10	negative
C15H9.6	F36A2.6	negative
C15H9.6	F37C12.11	negative
C15H9.6	F38H4.9	negative
C15H9.6	F40F11.1	negative
C15H9.6	F40F8.10	negative
C15H9.6	F41C3.5	negative
C15H9.6	F42A6.7	negative
C15H9.6	F42C5.8	negative
C15H9.6	F42G9.1	negative
C15H9.6	F43E2.8	negative
C15H9.6	F45H11.2	negative
C15H9.6	F46F11.2	negative
C15H9.6	F47B10.1	negative
C15H9.6	F48E8.5	negative
C15H9.6	F48F7.1	negative
C15H9.6	F52B5.6	negative
C15H9.6	F52D10.3	negative
C15H9.6	F53A3.3	negative
C15H9.6	F53G12.10	negative
C15H9.6	F54A3.3	negative
C15H9.6	F54C4.1	negative
C15H9.6	F54C9.5	negative
C15H9.6	F54E7.2	negative
C15H9.6	F55D10.2	negative
C15H9.6	F56D2.6	negative
C15H9.6	F56E10.4	negative
C15H9.6	F56H1.4	negative
C15H9.6	F57B9.10	negative
C15H9.6	F57B9.6	negative
C15H9.6	F58A4.9	negative
C15H9.6	F58B3.5	negative
C15H9.6	F58F12.1	negative
C15H9.6	F59A2.3	negative
C15H9.6	F59C6.5	negative
C15H9.6	H06H21.3	negative
C15H9.6	H06I04.4	negative
C15H9.6	H28O16.1	negative
C15H9.6	JC8.2	negative
C15H9.6	JC8.3	negative
C15H9.6	K01C8.10	negative
C15H9.6	K01G5.4	negative
C15H9.6	K02B2.5	negative
C15H9.6	K04D7.1	negative
C15H9.6	K04G7.4	negative
C15H9.6	K07A12.3	negative
C15H9.6	K07C5.4	negative
C15H9.6	K07D4.3	negative
C15H9.6	K08C7.3	negative
C15H9.6	K08D10.4	negative
C15H9.6	K08F4.2	negative
C15H9.6	K11E8.1	negative
C15H9.6	K11H12.2	negative
C15H9.6	K12C11.2	negative
C15H9.6	M106.5	negative
C15H9.6	M110.4	negative
C15H9.6	M117.2	negative
C15H9.6	M28.5	negative
C15H9.6	M88.2	negative
C15H9.6	R07B1.10	negative
C15H9.6	R08D7.3	negative
C15H9.6	R11D1.8	negative
C15H9.6	R12E2.3	negative
C15H9.6	R13A5.8	negative
C15H9.6	R151.3	negative
C15H9.6	R74.1	negative
C15H9.6	T01C3.6	negative
C15H9.6	T01G9.6	negative
C15H9.6	T02G5.9	negative
C15H9.6	T04C12.5	negative
C15H9.6	T05C12.7	negative
C15H9.6	T05E11.1	negative
C15H9.6	T05F1.3	negative
C15H9.6	T05F1.6	negative
C15H9.6	T06D8.8	negative
C15H9.6	T07A9.11	negative
C15H9.6	T10B5.5	negative
C15H9.6	T10E9.7	negative
C15H9.6	T12D8.6	negative
C15H9.6	T16G1.11	negative
C15H9.6	T20G5.1	negative
C15H9.6	T20G5.2	negative
C15H9.6	T21B10.7	negative
C15H9.6	T22D1.4	negative
C15H9.6	T22D1.9	negative
C15H9.6	T22F3.4	negative
C15H9.6	T23B12.3	negative
C15H9.6	T23D8.4	negative
C15H9.6	T24B8.1	negative
C15H9.6	T27E9.1	negative
C15H9.6	T28D9.10	negative
C15H9.6	W01B11.3	negative
C15H9.6	W01D2.1	negative
C15H9.6	W03D2.4	negative
C15H9.6	W08D2.7	negative
C15H9.6	W08F4.8	negative
C15H9.6	W09C5.6	negative
C15H9.6	W10C8.5	negative
C15H9.6	Y105E8A.16	negative
C15H9.6	Y106G6H.3	negative
C15H9.6	Y113G7B.17	negative
C15H9.6	Y116A8C.42	negative
C15H9.6	Y18D10A.5	negative
C15H9.6	Y22D7AL.5	negative
C15H9.6	Y24D9A.4	negative
C15H9.6	Y37E3.10	negative
C15H9.6	Y37E3.8	negative
C15H9.6	Y39A1C.3	negative
C15H9.6	Y41D4B.5	negative
C15H9.6	Y43B11AR.4	negative
C15H9.6	Y45F10D.12	negative
C15H9.6	Y46H3A.7	negative
C15H9.6	Y47D3B.10	negative
C15H9.6	Y48B6A.2	negative
C15H9.6	Y48G8AL.8	negative
C15H9.6	Y48G9A.3	negative
C15H9.6	Y50D7A.4	negative
C15H9.6	Y50D7A.7	negative
C15H9.6	Y53G8AL.2	negative
C15H9.6	Y54E10BL.5	negative
C15H9.6	Y54E2A.11	negative
C15H9.6	Y54F10AM.5	negative
C15H9.6	Y54G9A.6	negative
C15H9.6	Y55B1AR.1	negative
C15H9.6	Y55F3AM.15	negative
C15H9.6	Y57G11C.16	negative
C15H9.6	Y63D3A.7	negative
C15H9.6	Y66D12A.22	negative
C15H9.6	Y71A12B.1	negative
C15H9.6	Y71F9AL.13	negative
C15H9.6	Y71F9AL.16	negative
C15H9.6	Y71G12B.11	negative
C15H9.6	Y71H2AM.23	negative
C15H9.6	Y71H2B.10	negative
C15H9.6	Y74C10AR.1	negative
C15H9.6	Y75B12B.2	negative
C15H9.6	Y75B12B.5	negative
C15H9.6	Y80D3A.2	negative
C15H9.6	Y87G2A.6	negative
C15H9.6	ZC434.2	negative
C15H9.6	ZC434.5	negative
C15H9.6	ZK1010.1	negative
C16A3.9	C23G10.4	negative
C16A3.9	C26D10.2	negative
C16A3.9	C27A2.2	negative
C16A3.9	C27D11.1	negative
C16A3.9	C30C11.2	negative
C16A3.9	C30C11.4	negative
C16A3.9	C32E8.2	negative
C16A3.9	C34E10.6	negative
C16A3.9	C37A2.7	negative
C16A3.9	C42C1.14	negative
C16A3.9	C53H9.1	negative
C16A3.9	D1007.12	negative
C16A3.9	D2096.8	negative
C16A3.9	E04A4.7	negative
C16A3.9	E04A4.8	negative
C16A3.9	F02E8.1	negative
C16A3.9	F10B5.1	negative
C16A3.9	F10E7.7	negative
C16A3.9	F10G7.2	negative
C16A3.9	F17C11.9	negative
C16A3.9	F23F1.8	negative
C16A3.9	F25H5.4	negative
C16A3.9	F26D10.3	negative
C16A3.9	F27C1.7	negative
C16A3.9	F28C6.7	negative
C16A3.9	F35G12.10	negative
C16A3.9	F37C12.4	negative
C16A3.9	F41C3.5	negative
C16A3.9	F43E2.8	negative
C16A3.9	F46F11.2	negative
C16A3.9	F49C12.8	negative
C16A3.9	F52B5.6	negative
C16A3.9	F53G12.10	negative
C16A3.9	F54A3.3	negative
C16A3.9	F54C9.5	negative
C16A3.9	F55D10.2	negative
C16A3.9	F57B9.6	negative
C16A3.9	F58D5.1	negative
C16A3.9	F58F12.1	negative
C16A3.9	H28O16.1	negative
C16A3.9	JC8.3	negative
C16A3.9	K01C8.10	negative
C16A3.9	K01G5.4	negative
C16A3.9	K04D7.1	negative
C16A3.9	K10B3.7	negative
C16A3.9	K11H12.2	negative
C16A3.9	M01F1.2	negative
C16A3.9	M110.4	negative
C16A3.9	M117.2	negative
C16A3.9	M18.7	negative
C16A3.9	M28.5	negative
C16A3.9	R11D1.8	negative
C16A3.9	R12E2.3	negative
C16A3.9	R13A5.8	negative
C16A3.9	T08B2.10	negative
C16A3.9	T10B5.5	negative
C16A3.9	T21B10.7	negative
C16A3.9	T24B8.1	negative
C16A3.9	T27E9.1	negative
C16A3.9	W01B11.3	negative
C16A3.9	Y22D7AL.5	negative
C16A3.9	Y24D9A.4	negative
C16A3.9	Y37E3.7	negative
C16A3.9	Y37E3.8	negative
C16A3.9	Y38A10A.5	negative
C16A3.9	Y41E3.4	negative
C16A3.9	Y45F10D.12	negative
C16A3.9	Y45G12B.1	negative
C16A3.9	Y48B6A.2	negative
C16A3.9	Y48G8AL.8	negative
C16A3.9	Y50D7A.7	negative
C16A3.9	Y54E2A.11	negative
C16A3.9	Y69A2AR.18	negative
C16A3.9	Y71F9AL.13	negative
C16A3.9	ZC434.5	negative
C16A3.9	ZK652.4	negative
C16H3.2	C18E3.5	negative
C16H3.2	C36B1.4	negative
C16H3.2	C41C4.8	negative
C16H3.2	D1081.8	negative
C16H3.2	D2096.8	negative
C16H3.2	F02E8.1	negative
C16H3.2	F08G12.2	negative
C16H3.2	F10E7.7	negative
C16H3.2	F23H11.3	negative
C16H3.2	F26D10.3	negative
C16H3.2	F36F2.6	negative
C16H3.2	F37C12.11	negative
C16H3.2	F38H4.9	negative
C16H3.2	F41C3.5	negative
C16H3.2	F42A6.7	negative
C16H3.2	F47B10.1	negative
C16H3.2	F48E8.5	negative
C16H3.2	F49C12.8	negative
C16H3.2	F53H8.2	negative
C16H3.2	F54A3.3	negative
C16H3.2	F58F12.1	negative
C16H3.2	K01C8.10	negative
C16H3.2	K04D7.1	negative
C16H3.2	K08C7.3	negative
C16H3.2	R08D7.3	negative
C16H3.2	T01G9.6	negative
C16H3.2	T10F2.4	negative
C16H3.2	T20G5.1	negative
C16H3.2	T22D1.10	negative
C16H3.2	W09D10.3	negative
C16H3.2	W10C8.5	negative
C16H3.2	Y106G6H.3	negative
C16H3.2	Y111B2A.18	negative
C16H3.2	Y113G7B.17	negative
C16H3.2	Y49E10.1	negative
C16H3.2	Y54E2A.11	negative
C16H3.2	Y57G11C.12	negative
C16H3.2	Y71F9AL.16	negative
C16H3.2	Y75B12B.2	negative
C16H3.2	Y94H6A.8	negative
C17G10.9	C23G10.3	negative
C17G10.9	C23G10.4	negative
C17G10.9	C25A1.10	negative
C17G10.9	C27A2.2	negative
C17G10.9	C30C11.2	negative
C17G10.9	C33A12.1	negative
C17G10.9	C34E10.6	negative
C17G10.9	C36B1.4	negative
C17G10.9	C49H3.11	negative
C17G10.9	C53B7.4	negative
C17G10.9	CD4.3	negative
C17G10.9	D1007.12	negative
C17G10.9	D1007.6	negative
C17G10.9	D2096.8	negative
C17G10.9	DY3.2	negative
C17G10.9	E04A4.7	negative
C17G10.9	E04A4.8	negative
C17G10.9	F01F1.8	negative
C17G10.9	F01G12.5	negative
C17G10.9	F10B5.1	negative
C17G10.9	F10G7.2	negative
C17G10.9	F10G7.8	negative
C17G10.9	F13B10.2	negative
C17G10.9	F17C11.9	negative
C17G10.9	F18A1.5	negative
C17G10.9	F21C3.5	negative
C17G10.9	F23F1.8	negative
C17G10.9	F23H11.3	negative
C17G10.9	F25H2.10	negative
C17G10.9	F26B1.2	negative
C17G10.9	F26D10.3	negative
C17G10.9	F28C6.7	negative
C17G10.9	F31D4.3	negative
C17G10.9	F32B5.1	negative
C17G10.9	F32E10.4	negative
C17G10.9	F33D11.10	negative
C17G10.9	F37C12.11	negative
C17G10.9	F37C12.9	negative
C17G10.9	F38H4.9	negative
C17G10.9	F39B2.6	negative
C17G10.9	F41C3.5	negative
C17G10.9	F42A6.7	negative
C17G10.9	F42C5.8	negative
C17G10.9	F43E2.8	negative
C17G10.9	F46F11.2	negative
C17G10.9	F46H5.3	negative
C17G10.9	F47B10.1	negative
C17G10.9	F48E8.5	negative
C17G10.9	F49C12.8	negative
C17G10.9	F52B5.6	negative
C17G10.9	F53G12.10	negative
C17G10.9	F54C9.5	negative
C17G10.9	F54E7.2	negative
C17G10.9	F55D10.2	negative
C17G10.9	F56D2.6	negative
C17G10.9	F56E10.4	negative
C17G10.9	F56F3.5	negative
C17G10.9	F56H1.4	negative
C17G10.9	F57B9.10	negative
C17G10.9	F58E10.3	negative
C17G10.9	F59C6.5	negative
C17G10.9	H06H21.3	negative
C17G10.9	H20J04.5	negative
C17G10.9	H28O16.1	negative
C17G10.9	JC8.2	negative
C17G10.9	K01C8.10	negative
C17G10.9	K01G5.4	negative
C17G10.9	K04D7.1	negative
C17G10.9	K04G7.4	negative
C17G10.9	K07A1.12	negative
C17G10.9	K07A12.3	negative
C17G10.9	K07C5.4	negative
C17G10.9	K07D4.3	negative
C17G10.9	K08C7.3	negative
C17G10.9	K08F4.2	negative
C17G10.9	K12C11.2	negative
C17G10.9	M110.4	negative
C17G10.9	M28.5	negative
C17G10.9	R07B1.10	negative
C17G10.9	R11A8.6	negative
C17G10.9	R11D1.8	negative
C17G10.9	R12E2.3	negative
C17G10.9	R151.3	negative
C17G10.9	R74.1	negative
C17G10.9	T01C3.6	negative
C17G10.9	T02G5.9	negative
C17G10.9	T04C12.5	negative
C17G10.9	T05F1.3	negative
C17G10.9	T07D3.7	negative
C17G10.9	T10B5.5	negative
C17G10.9	T10E9.7	negative
C17G10.9	T12D8.6	negative
C17G10.9	T20G5.1	negative
C17G10.9	T20G5.2	negative
C17G10.9	T21B10.7	negative
C17G10.9	T22D1.9	negative
C17G10.9	T22F3.4	negative
C17G10.9	T27E9.1	negative
C17G10.9	T28D9.10	negative
C17G10.9	W01B11.3	negative
C17G10.9	W01D2.1	negative
C17G10.9	W03D2.4	negative
C17G10.9	W04D2.1	negative
C17G10.9	W08D2.7	negative
C17G10.9	W09C5.6	negative
C17G10.9	W10C8.5	negative
C17G10.9	Y105E8A.16	negative
C17G10.9	Y106G6H.14	negative
C17G10.9	Y106G6H.3	negative
C17G10.9	Y111B2A.18	negative
C17G10.9	Y113G7B.17	negative
C17G10.9	Y18D10A.5	negative
C17G10.9	Y22D7AL.5	negative
C17G10.9	Y24D9A.4	negative
C17G10.9	Y37E3.10	negative
C17G10.9	Y37E3.7	negative
C17G10.9	Y39A1C.3	negative
C17G10.9	Y41D4B.5	negative
C17G10.9	Y43B11AR.4	negative
C17G10.9	Y48B6A.2	negative
C17G10.9	Y48G8AL.8	negative
C17G10.9	Y48G9A.3	negative
C17G10.9	Y53G8AL.2	negative
C17G10.9	Y54E10BL.5	negative
C17G10.9	Y54F10AM.5	negative
C17G10.9	Y54G9A.6	negative
C17G10.9	Y55B1AR.1	negative
C17G10.9	Y69A2AR.18	negative
C17G10.9	Y71A12B.1	negative
C17G10.9	Y71F9AL.13	negative
C17G10.9	Y71F9AL.16	negative
C17G10.9	Y71H10A.1	negative
C17G10.9	Y75B12B.2	negative
C17G10.9	Y87G2A.6	negative
C17G10.9	Y92C3B.2	negative
C17G10.9	ZC434.2	negative
C17G10.9	ZC434.5	negative
C17G10.9	ZK1010.1	negative
C17G10.9	ZK20.5	negative
C17G10.9	ZK652.4	negative
C18A3.3	C18G1.5	negative
C18A3.3	C27A2.2	negative
C18A3.3	C30C11.4	negative
C18A3.3	C41C4.8	negative
C18A3.3	C44E4.4	negative
C18A3.3	C47B2.5	negative
C18A3.3	C47E12.8	negative
C18A3.3	CD4.6	negative
C18A3.3	D2030.4	negative
C18A3.3	D2096.3	negative
C18A3.3	D2096.8	negative
C18A3.3	DY3.2	negative
C18A3.3	F01F1.8	negative
C18A3.3	F10G7.8	negative
C18A3.3	F13D12.6	negative
C18A3.3	F18A1.5	negative
C18A3.3	F23B2.6	negative
C18A3.3	F26D10.3	negative
C18A3.3	F28B3.8	negative
C18A3.3	F28D1.7	negative
C18A3.3	F38H4.9	negative
C18A3.3	F41C3.5	negative
C18A3.3	F42A6.7	negative
C18A3.3	F42G9.1	negative
C18A3.3	F45H11.2	negative
C18A3.3	F46F11.2	negative
C18A3.3	F47B10.1	negative
C18A3.3	F48F7.1	negative
C18A3.3	F53A3.3	negative
C18A3.3	F54A3.3	negative
C18A3.3	F54E7.2	negative
C18A3.3	F57B9.6	negative
C18A3.3	F58B3.5	negative
C18A3.3	F58E10.3	negative
C18A3.3	F59A2.3	negative
C18A3.3	H06H21.3	negative
C18A3.3	H06I04.4	negative
C18A3.3	H28O16.1	negative
C18A3.3	JC8.2	negative
C18A3.3	K01C8.10	negative
C18A3.3	K08C7.3	negative
C18A3.3	K11E8.1	negative
C18A3.3	M117.2	negative
C18A3.3	M88.2	negative
C18A3.3	M88.5	negative
C18A3.3	R11A8.6	negative
C18A3.3	R151.3	negative
C18A3.3	R74.1	negative
C18A3.3	T01G9.6	negative
C18A3.3	T05C12.7	negative
C18A3.3	T05E11.1	negative
C18A3.3	T16G1.11	negative
C18A3.3	T21B10.7	negative
C18A3.3	T22D1.4	negative
C18A3.3	T22F3.4	negative
C18A3.3	T23B12.3	negative
C18A3.3	W04D2.1	negative
C18A3.3	W08F4.8	negative
C18A3.3	W09C5.6	negative
C18A3.3	W10C8.5	negative
C18A3.3	Y46G5A.4	negative
C18A3.3	Y47D3B.10	negative
C18A3.3	Y48G8AL.8	negative
C18A3.3	Y57G11C.16	negative
C18A3.3	Y63D3A.7	negative
C18A3.3	Y71G12B.11	negative
C18A3.3	Y71H10A.1	negative
