IDA	IDB	Class
B0205.7	C08B11.3	negative
B0205.7	C08B11.5	negative
B0205.7	C08B11.6	negative
B0205.7	C08B6.9	negative
B0205.7	C08F8.1	negative
B0205.7	C08H9.2	negative
B0205.7	C09D4.5	negative
B0205.7	C09G12.8	negative
B0205.7	C09G12.9	negative
B0205.7	C09G4.3	negative
B0205.7	C09G4.5	negative
B0205.7	C09H10.3	negative
B0205.7	C10C5.6	negative
B0205.7	C10E2.3	negative
B0205.7	C10H11.8	negative
B0205.7	C11G6.1	negative
B0205.7	C11H1.4	negative
B0205.7	C12D8.10	negative
B0205.7	C14A4.10	negative
B0205.7	C14A4.14	negative
B0205.7	C14A4.2	negative
B0205.7	C14A4.4	negative
B0205.7	C14A4.5	negative
B0205.7	C14B1.4	negative
B0205.7	C14B9.7	negative
B0205.7	C14C10.4	negative
B0205.7	C14F5.5	negative
B0205.7	C15C6.4	negative
B0205.7	C15H11.3	negative
B0205.7	C15H11.7	negative
B0205.7	C15H9.6	negative
B0205.7	C16A3.5	negative
B0205.7	C16A3.8	negative
B0205.7	C16A3.9	negative
B0205.7	C16C10.4	negative
B0205.7	C16H3.2	negative
B0205.7	C17E4.6	negative
B0205.7	C17G10.9	negative
B0205.7	C18D11.4	negative
B0205.7	C18E3.6	negative
B0205.7	C23G10.3	negative
B0205.7	C23G10.4	negative
B0205.7	C23H3.3	negative
B0205.7	C23H3.4	negative
B0205.7	C24H11.5	negative
B0205.7	C24H11.9	negative
B0205.7	C25A1.11	negative
B0205.7	C25A1.13	negative
B0205.7	C25D7.6	negative
B0205.7	C25F6.2	negative
B0205.7	C25H3.9	negative
B0205.7	C26B2.6	negative
B0205.7	C26C6.1	negative
B0205.7	C26C6.5	negative
B0205.7	C26D10.2	negative
B0205.7	C26E6.4	negative
B0205.7	C26E6.6	negative
B0205.7	C26E6.8	negative
B0205.7	C26E6.9	negative
B0205.7	C26F1.9	negative
B0205.7	C27A12.10	negative
B0205.7	C27A2.2	negative
B0205.7	C27D11.1	negative
B0205.7	C27F2.5	negative
B0205.7	C27H5.3	negative
B0205.7	C27H6.2	negative
B0205.7	C28H8.9	negative
B0205.7	C29A12.3	negative
B0205.7	C29E4.2	negative
B0205.7	C29F9.7	negative
B0205.7	C30C11.1	negative
B0205.7	C30C11.2	negative
B0205.7	C30F8.4	negative
B0205.7	C32E8.2	negative
B0205.7	C32F10.2	negative
B0205.7	C33A12.1	negative
B0205.7	C33H5.12	negative
B0205.7	C33H5.7	negative
B0205.7	C33H5.9	negative
B0205.7	C34B2.4	negative
B0205.7	C34B2.8	negative
B0205.7	C34B7.4	negative
B0205.7	C34C12.3	negative
B0205.7	C34E10.5	negative
B0205.7	C34E10.6	negative
B0205.7	C35D10.16	negative
B0205.7	C36B1.3	negative
B0205.7	C36B1.4	negative
B0205.7	C36E8.1	negative
B0205.7	C36E8.4	negative
B0205.7	C37A2.4	negative
B0205.7	C37A2.7	negative
B0205.7	C37C3.8	negative
B0205.7	C37H5.8	negative
B0205.7	C38C10.5	negative
B0205.7	C39E9.13	negative
B0205.7	C39E9.14	negative
B0205.7	C41C4.8	negative
B0205.7	C41D11.2	negative
B0205.7	C41G7.1	negative
B0205.7	C41G7.5	negative
B0205.7	C42C1.14	negative
B0205.7	C43E11.10	negative
B0205.7	C43E11.11	negative
B0205.7	C43E11.8	negative
B0205.7	C44B11.3	negative
B0205.7	C44B7.1	negative
B0205.7	C44B7.2	negative
B0205.7	C44E4.4	negative
B0205.7	C44H4.5	negative
B0205.7	C45E1.1	negative
B0205.7	C46F11.4	negative
B0205.7	C47B2.4	negative
B0205.7	C47B2.5	negative
B0205.7	C47D12.1	negative
B0205.7	C47D12.8	negative
B0205.7	C47E8.5	negative
B0205.7	C47G2.5	negative
B0205.7	C48B6.2	negative
B0205.7	C48B6.6	negative
B0205.7	C49H3.11	negative
B0205.7	C50B6.2	negative
B0205.7	C50B8.3	negative
B0205.7	C50C3.6	negative
B0205.7	C50D2.5	negative
B0205.7	C50F4.11	negative
B0205.7	C50F7.4	negative
B0205.7	C52A11.4	negative
B0205.7	C52E4.3	negative
B0205.7	C52E4.4	negative
B0205.7	C53A5.3	negative
B0205.7	C53H9.1	negative
B0205.7	C54D1.5	negative
B0205.7	C54G10.2	negative
B0205.7	C54H2.3	negative
B0205.7	C55A6.9	negative
B0205.7	C55B7.5	negative
B0205.7	C55B7.9	negative
B0205.7	C56C10.3	negative
B0205.7	C56G7.1	negative
B0205.7	CD4.3	negative
B0205.7	CD4.4	negative
B0205.7	CD4.6	negative
B0205.7	CD4.7	negative
B0205.7	D1007.12	negative
B0205.7	D1007.16	negative
B0205.7	D1007.6	negative
B0205.7	D1014.8	negative
B0205.7	D1043.1	negative
B0205.7	D1046.1	negative
B0205.7	D1054.15	negative
B0205.7	D1054.2	negative
B0205.7	D1081.8	negative
B0205.7	D2007.4	negative
B0205.7	D2013.5	negative
B0205.7	D2013.7	negative
B0205.7	D2013.8	negative
B0205.7	D2021.1	negative
B0205.7	D2024.6	negative
B0205.7	D2030.2	negative
B0205.7	D2030.4	negative
B0205.7	D2045.6	negative
B0205.7	D2085.6	negative
B0205.7	D2089.4	negative
B0205.7	D2092.2	negative
B0205.7	DY3.2	negative
B0205.7	E01A2.2	negative
B0205.7	E01H11.1	negative
B0205.7	E02A10.1	negative
B0205.7	E02H1.8	negative
B0205.7	E04A4.5	negative
B0205.7	E04A4.8	negative
B0205.7	EEED8.7	negative
B0205.7	EEED8.9	negative
B0205.7	F01F1.1	negative
B0205.7	F01F1.7	negative
B0205.7	F01F1.8	negative
B0205.7	F01G4.1	negative
B0205.7	F01G4.3	negative
B0205.7	F02D8.3	negative
B0205.7	F02E8.1	negative
B0205.7	F02E8.5	negative
B0205.7	F02E9.4	negative
B0205.7	F07A11.6	negative
B0205.7	F07D10.1	negative
B0205.7	F08B4.1	negative
B0205.7	F08B4.5	negative
B0205.7	F09C3.1	negative
B0205.7	F09E5.1	negative
B0205.7	F09E5.5	negative
B0205.7	F09E8.3	negative
B0205.7	F09G2.4	negative
B0205.7	F09G8.3	negative
B0205.7	F10B5.1	negative
B0205.7	F10B5.6	negative
B0205.7	F10B5.8	negative
B0205.7	F10C2.4	negative
B0205.7	F10C5.1	negative
B0205.7	F10E7.7	negative
B0205.7	F10E9.5	negative
B0205.7	F10G7.2	negative
B0205.7	F10G7.8	negative
B0205.7	F10G8.7	negative
B0205.7	F10G8.8	negative
B0205.7	F11A10.8	negative
B0205.7	F11A6.1	negative
B0205.7	F11C7.4	negative
B0205.7	F11H8.1	negative
B0205.7	F12F6.7	negative
B0205.7	F13B10.2	negative
B0205.7	F13B9.1	negative
B0205.7	F13B9.8	negative
B0205.7	F13D12.7	negative
B0205.7	F13G3.11	negative
B0205.7	F14B4.3	negative
B0205.7	F14E5.2	negative
B0205.7	F14F3.2	negative
B0205.7	F15C11.2	negative
B0205.7	F15D3.7	negative
B0205.7	F17C11.7	negative
B0205.7	F17C11.8	negative
B0205.7	F17C11.9	negative
B0205.7	F17E5.1	negative
B0205.7	F18A1.5	negative
B0205.7	F18C12.1	negative
B0205.7	F18C5.2	negative
B0205.7	F18E2.3	negative
B0205.7	F19B6.2	negative
B0205.7	F19F10.12	negative
B0205.7	F20C5.2	negative
B0205.7	F20D12.4	negative
B0205.7	F21C3.5	negative
B0205.7	F21D5.5	negative
B0205.7	F21D5.8	negative
B0205.7	F21H12.1	negative
B0205.7	F22B5.2	negative
B0205.7	F22B5.7	negative
B0205.7	F22D3.6	negative
B0205.7	F22D6.4	negative
B0205.7	F23B12.6	negative
B0205.7	F23B12.8	negative
B0205.7	F23B2.13	negative
B0205.7	F23B2.6	negative
B0205.7	F23C8.6	negative
B0205.7	F23F1.5	negative
B0205.7	F23F1.8	negative
B0205.7	F23F12.6	negative
B0205.7	F23H11.3	negative
B0205.7	F23H12.2	negative
B0205.7	F25B5.7	negative
B0205.7	F25D7.1	negative
B0205.7	F25G6.2	negative
B0205.7	F25H2.10	negative
B0205.7	F25H2.9	negative
B0205.7	F25H5.6	negative
B0205.7	F26A3.2	negative
B0205.7	F26B1.2	negative
B0205.7	F26D10.3	negative
B0205.7	F26D11.11	negative
B0205.7	F26E4.1	negative
B0205.7	F26E4.10	negative
B0205.7	F26E4.11	negative
B0205.7	F26F12.7	negative
B0205.7	F26F4.10	negative
B0205.7	F26F4.11	negative
B0205.7	F26H11.2	negative
B0205.7	F26H9.6	negative
B0205.7	F27C1.7	negative
B0205.7	F27C8.1	negative
B0205.7	F28A10.6	negative
B0205.7	F28B3.7	negative
B0205.7	F28B3.8	negative
B0205.7	F28C6.3	negative
B0205.7	F28C6.6	negative
B0205.7	F28C6.7	negative
B0205.7	F28D1.10	negative
B0205.7	F28D1.7	negative
B0205.7	F28D9.1	negative
B0205.7	F28F5.3	negative
B0205.7	F28F8.3	negative
B0205.7	F28F9.1	negative
B0205.7	F29B9.10	negative
B0205.7	F29C12.3	negative
B0205.7	F29D10.4	negative
B0205.7	F29F11.6	negative
B0205.7	F29G9.3	negative
B0205.7	F29G9.5	negative
B0205.7	F30F8.8	negative
B0205.7	F31C3.5	negative
B0205.7	F31D4.1	negative
B0205.7	F31E3.3	negative
B0205.7	F31E8.3	negative
B0205.7	F32A11.2	negative
B0205.7	F32A5.7	negative
B0205.7	F32D1.10	negative
B0205.7	F32H2.2	negative
B0205.7	F32H2.4	negative
B0205.7	F33C8.3	negative
B0205.7	F33D11.9	negative
B0205.7	F33D4.1	negative
B0205.7	F33D4.2	negative
B0205.7	F33D4.5	negative
B0205.7	F33D4.8	negative
B0205.7	F33H2.5	negative
B0205.7	F35F11.1	negative
B0205.7	F35G12.12	negative
B0205.7	F35G12.8	negative
B0205.7	F35G2.4	negative
B0205.7	F35H12.3	negative
B0205.7	F36A2.13	negative
B0205.7	F36A2.6	negative
B0205.7	F36A4.7	negative
B0205.7	F36F2.4	negative
B0205.7	F36F2.6	negative
B0205.7	F37A4.2	negative
B0205.7	F37A4.8	negative
B0205.7	F37C12.11	negative
B0205.7	F37C12.13	negative
B0205.7	F37C12.4	negative
B0205.7	F37C12.9	negative
B0205.7	F37D6.1	negative
B0205.7	F37E3.1	negative
B0205.7	F38B7.1	negative
B0205.7	F38H4.9	negative
B0205.7	F39B2.2	negative
B0205.7	F39B2.4	negative
B0205.7	F39B2.6	negative
B0205.7	F39G3.7	negative
B0205.7	F39H11.3	negative
B0205.7	F39H11.5	negative
B0205.7	F40F11.1	negative
B0205.7	F40F8.10	negative
B0205.7	F40F8.9	negative
B0205.7	F40G9.17	negative
B0205.7	F41C3.5	negative
B0205.7	F41E6.9	negative
B0205.7	F41H10.6	negative
B0205.7	F42C5.8	negative
B0205.7	F42G10.2	negative
B0205.7	F43C1.2	negative
B0205.7	F43C1.6	negative
B0205.7	F43E2.2	negative
B0205.7	F43G9.5	negative
B0205.7	F43G9.6	negative
B0205.7	F43H9.2	negative
B0205.7	F44B9.4	negative
B0205.7	F44B9.8	negative
B0205.7	F44G4.4	negative
B0205.7	F44G4.8	negative
B0205.7	F45D3.5	negative
B0205.7	F45E1.6	negative
B0205.7	F45E12.2	negative
B0205.7	F45G2.3	negative
B0205.7	F45H11.2	negative
B0205.7	F46A9.5	negative
B0205.7	F46B6.3	negative
B0205.7	F46B6.6	negative
B0205.7	F47A4.2	negative
B0205.7	F47B10.1	negative
B0205.7	F47D12.4	negative
B0205.7	F48D6.1	negative
B0205.7	F48E8.5	negative
B0205.7	F48E8.7	negative
B0205.7	F48F7.1	negative
B0205.7	F49C12.8	negative
B0205.7	F52B10.1	negative
B0205.7	F52B5.6	negative
B0205.7	F52C12.1	negative
B0205.7	F52D10.3	negative
B0205.7	F52E4.7	negative
B0205.7	F52F12.3	negative
B0205.7	F53A3.2	negative
B0205.7	F53A3.3	negative
B0205.7	F53F4.10	negative
B0205.7	F53G12.10	negative
B0205.7	F53G2.7	negative
B0205.7	F53H1.1	negative
B0205.7	F53H8.1	negative
B0205.7	F54A3.3	negative
B0205.7	F54A5.3	negative
B0205.7	F54C4.1	negative
B0205.7	F54C4.2	negative
B0205.7	F54C9.5	negative
B0205.7	F54D5.11	negative
B0205.7	F54E7.2	negative
B0205.7	F54E7.3	negative
B0205.7	F54E7.7	negative
B0205.7	F54F2.1	negative
B0205.7	F54G8.3	negative
B0205.7	F55A11.3	negative
B0205.7	F55B12.3	negative
B0205.7	F55C10.1	negative
B0205.7	F56A11.1	negative
B0205.7	F56A8.7	negative
B0205.7	F56B3.4	negative
B0205.7	F56B3.8	negative
B0205.7	F56C9.1	negative
B0205.7	F56D1.3	negative
B0205.7	F56D2.6	negative
B0205.7	F56E10.4	negative
B0205.7	F56F3.5	negative
B0205.7	F56H1.4	negative
B0205.7	F57B10.10	negative
B0205.7	F57B9.10	negative
B0205.7	F58A3.1	negative
B0205.7	F58A4.4	negative
B0205.7	F58A4.8	negative
B0205.7	F58A4.9	negative
B0205.7	F58B3.5	negative
B0205.7	F58B3.7	negative
B0205.7	F58D5.1	negative
B0205.7	F58E10.3	negative
B0205.7	F58F12.1	negative
B0205.7	F58F6.4	negative
B0205.7	F58G11.5	negative
B0205.7	F59A2.3	negative
B0205.7	F59A3.3	negative
B0205.7	F59C6.4	negative
B0205.7	F59C6.5	negative
B0205.7	F59E10.1	negative
B0205.7	F59G1.3	negative
B0205.7	H06I04.4	negative
B0205.7	H06O01.1	negative
B0205.7	H12C20.2	negative
B0205.7	H14E04.5	negative
B0205.7	H19N07.1	negative
B0205.7	H20J04.2	negative
B0205.7	H20J04.5	negative
B0205.7	H22K11.4	negative
B0205.7	H25P06.2	negative
B0205.7	H26D21.1	negative
B0205.7	H26D21.2	negative
B0205.7	H27M09.2	negative
B0205.7	H28O16.1	negative
B0205.7	H28O16.2	negative
B0205.7	H38K22.1	negative
B0205.7	JC8.3	negative
B0205.7	K01A2.1	negative
B0205.7	K01C8.10	negative
B0205.7	K01C8.6	negative
B0205.7	K01G5.4	negative
B0205.7	K02B12.1	negative
B0205.7	K02B2.5	negative
B0205.7	K02D10.5	negative
B0205.7	K02F2.3	negative
B0205.7	K02F3.11	negative
B0205.7	K03A1.1	negative
B0205.7	K03D10.3	negative
B0205.7	K03H1.2	negative
B0205.7	K04A8.6	negative
B0205.7	K04C2.4	negative
B0205.7	K04G2.1	negative
B0205.7	K04G7.10	negative
B0205.7	K04G7.3	negative
B0205.7	K04G7.4	negative
B0205.7	K05C4.6	negative
B0205.7	K06H7.6	negative
B0205.7	K07A1.12	negative
B0205.7	K07A12.3	negative
B0205.7	K07C11.9	negative
B0205.7	K07C5.1	negative
B0205.7	K07D4.3	negative
B0205.7	K07E3.8	negative
B0205.7	K07G5.2	negative
B0205.7	K08A8.3	negative
B0205.7	K08B4.1	negative
B0205.7	K08C7.3	negative
B0205.7	K08D10.4	negative
B0205.7	K08D12.1	negative
B0205.7	K08E3.6	negative
B0205.7	K08E3.7	negative
B0205.7	K08E4.1	negative
B0205.7	K08F11.3	negative
B0205.7	K08F4.1	negative
B0205.7	K08F8.6	negative
B0205.7	K08H2.6	negative
B0205.7	K09A9.4	negative
B0205.7	K09H9.2	negative
B0205.7	K10B2.1	negative
B0205.7	K10B3.10	negative
B0205.7	K10B3.8	negative
B0205.7	K10C8.1	negative
B0205.7	K10D2.1	negative
B0205.7	K11D12.2	negative
B0205.7	K11D2.3	negative
B0205.7	K11E4.4	negative
B0205.7	K11H12.2	negative
B0205.7	K12C11.2	negative
B0205.7	K12D12.1	negative
B0205.7	K12H4.8	negative
B0205.7	M01B12.3	negative
B0205.7	M01D7.7	negative
B0205.7	M01E5.5	negative
B0205.7	M01F1.2	negative
B0205.7	M03C11.4	negative
B0205.7	M03D4.1	negative
B0205.7	M04B2.3	negative
B0205.7	M106.1	negative
B0205.7	M106.5	negative
B0205.7	M18.5	negative
B0205.7	M79.1	negative
B0205.7	M88.2	negative
B0205.7	MTCE.11	negative
B0205.7	MTCE.12	negative
B0205.7	MTCE.25	negative
B0205.7	MTCE.31	negative
B0205.7	MTCE.35	negative
B0205.7	R01H10.1	negative
B0205.7	R01H2.6	negative
B0205.7	R02D3.2	negative
B0205.7	R02D3.3	negative
B0205.7	R02D3.5	negative
B0205.7	R02E12.2	negative
B0205.7	R06A4.7	negative
B0205.7	R06C7.7	negative
B0205.7	R06F6.2	negative
B0205.7	R07B5.9	negative
B0205.7	R07E5.14	negative
B0205.7	R07E5.3	negative
B0205.7	R07E5.8	negative
B0205.7	R07G3.1	negative
B0205.7	R08C7.3	negative
B0205.7	R08D7.3	negative
B0205.7	R09B3.1	negative
B0205.7	R10A10.2	negative
B0205.7	R10E11.1	negative
B0205.7	R10E4.4	negative
B0205.7	R119.4	negative
B0205.7	R119.6	negative
B0205.7	R11A5.1	negative
B0205.7	R11A8.4	negative
B0205.7	R11A8.6	negative
B0205.7	R11D1.8	negative
B0205.7	R11D1.9	negative
B0205.7	R11H6.5	negative
B0205.7	R12B2.1	negative
B0205.7	R12B2.5	negative
B0205.7	R12E2.12	negative
B0205.7	R12E2.3	negative
B0205.7	R13A5.8	negative
B0205.7	R144.2	negative
B0205.7	R144.4	negative
B0205.7	R144.9	negative
B0205.7	R151.3	negative
B0205.7	R151.6	negative
B0205.7	R151.7	negative
B0205.7	R151.9	negative
B0205.7	R166.5	negative
B0205.7	R53.6	negative
B0205.7	R74.1	negative
B0205.7	T01C3.10	negative
B0205.7	T01C3.6	negative
B0205.7	T01E8.3	negative
B0205.7	T01E8.6	negative
B0205.7	T01G9.4	negative
B0205.7	T02C12.3	negative
B0205.7	T02C5.5	negative
B0205.7	T02G5.9	negative
B0205.7	T02H6.2	negative
B0205.7	T03D8.2	negative
B0205.7	T04A8.11	negative
B0205.7	T04A8.14	negative
B0205.7	T04C10.2	negative
B0205.7	T04C12.5	negative
B0205.7	T04H1.4	negative
B0205.7	T05A6.2	negative
B0205.7	T05C12.7	negative
B0205.7	T05E11.1	negative
B0205.7	T05E11.6	negative
B0205.7	T05F1.3	negative
B0205.7	T05F1.6	negative
B0205.7	T05G5.3	negative
B0205.7	T05H4.6	negative
B0205.7	T06D8.8	negative
B0205.7	T06G6.9	negative
B0205.7	T07A9.11	negative
B0205.7	T07C12.12	negative
B0205.7	T07D1.2	negative
B0205.7	T07D4.3	negative
B0205.7	T08A11.2	negative
B0205.7	T08B2.8	negative
B0205.7	T08G5.5	negative
B0205.7	T09A5.11	negative
B0205.7	T09A5.6	negative
B0205.7	T09B4.10	negative
B0205.7	T09B4.9	negative
B0205.7	T10B5.5	negative
B0205.7	T10C6.5	negative
B0205.7	T10E9.7	negative
B0205.7	T10F2.4	negative
B0205.7	T10G3.5	negative
B0205.7	T10G3.6	negative
B0205.7	T10H9.4	negative
B0205.7	T12A2.2	negative
B0205.7	T12A2.7	negative
B0205.7	T12D8.1	negative
B0205.7	T12D8.8	negative
B0205.7	T12E12.4	negative
B0205.7	T12G3.5	negative
B0205.7	T13F2.2	negative
B0205.7	T13F2.3	negative
B0205.7	T13F2.8	negative
B0205.7	T13H5.4	negative
B0205.7	T13H5.5	negative
B0205.7	T14B4.2	negative
B0205.7	T14G10.7	negative
B0205.7	T14G8.1	negative
B0205.7	T16G1.11	negative
B0205.7	T16G12.6	negative
B0205.7	T16H12.4	negative
B0205.7	T16H12.5	negative
B0205.7	T18H9.7	negative
B0205.7	T19B10.11	negative
B0205.7	T19B10.3	negative
B0205.7	T20B12.2	negative
B0205.7	T20B5.1	negative
B0205.7	T20D3.7	negative
B0205.7	T20D3.8	negative
B0205.7	T20F5.2	negative
B0205.7	T20G5.1	negative
B0205.7	T20G5.10	negative
B0205.7	T20G5.2	negative
B0205.7	T20H4.5	negative
B0205.7	T21B10.7	negative
B0205.7	T21B6.1	negative
B0205.7	T21C9.12	negative
B0205.7	T21C9.4	negative
B0205.7	T21D12.4	negative
B0205.7	T21E12.4	negative
B0205.7	T21H3.3	negative
B0205.7	T22C1.3	negative
B0205.7	T22C1.6	negative
B0205.7	T22D1.10	negative
B0205.7	T22D1.4	negative
B0205.7	T22D1.9	negative
B0205.7	T23B12.2	negative
B0205.7	T23B12.3	negative
B0205.7	T23D8.2	negative
B0205.7	T23D8.4	negative
B0205.7	T23F1.7	negative
B0205.7	T23G11.5	negative
B0205.7	T23G7.4	negative
B0205.7	T24B8.1	negative
B0205.7	T25B9.10	negative
B0205.7	T25D3.2	negative
B0205.7	T26A5.3	negative
B0205.7	T26A5.8	negative
B0205.7	T26A5.9	negative
B0205.7	T26E3.3	negative
B0205.7	T27A3.6	negative
B0205.7	T27C4.4	negative
B0205.7	T27E9.3	negative
B0205.7	T27E9.7	negative
B0205.7	T27F2.1	negative
B0205.7	T27F2.3	negative
B0205.7	T27F7.1	negative
B0205.7	T28A8.7	negative
B0205.7	T28D6.9	negative
B0205.7	T28D9.10	negative
B0205.7	T28F12.3	negative
B0205.7	VC5.4	negative
B0205.7	VF36H2L.1	negative
B0205.7	W01A8.4	negative
B0205.7	W01D2.1	negative
B0205.7	W01G7.3	negative
B0205.7	W02A11.2	negative
B0205.7	W02A11.4	negative
B0205.7	W02B12.3	negative
B0205.7	W02D3.9	negative
B0205.7	W02D9.1	negative
B0205.7	W02D9.3	negative
B0205.7	W03D2.4	negative
B0205.7	W03F8.5	negative
B0205.7	W03F9.10	negative
B0205.7	W03F9.5	negative
B0205.7	W04A4.5	negative
B0205.7	W04A8.7	negative
B0205.7	W04D2.5	negative
B0205.7	W06B4.3	negative
B0205.7	W06F12.1	negative
B0205.7	W07E6.4	negative
B0205.7	W07G4.3	negative
B0205.7	W08E3.2	negative
B0205.7	W08F4.8	negative
B0205.7	W09B6.2	negative
B0205.7	W09C5.2	negative
B0205.7	W09C5.6	negative
B0205.7	W09D10.3	negative
B0205.7	W09G10.4	negative
B0205.7	W09G3.2	negative
B0205.7	W10C8.2	negative
B0205.7	W10D5.2	negative
B0205.7	Y102A5A.1	negative
B0205.7	Y102A5C.18	negative
B0205.7	Y104H12D.1	negative
B0205.7	Y105E8A.16	negative
B0205.7	Y105E8A.17	negative
B0205.7	Y105E8A.9	negative
B0205.7	Y105E8B.2	negative
B0205.7	Y106G6H.2	negative
B0205.7	Y106G6H.3	negative
B0205.7	Y106G6H.7	negative
B0205.7	Y108G3AL.1	negative
B0205.7	Y108G3AL.7	negative
B0205.7	Y110A2AL.13	negative
B0205.7	Y110A7A.10	negative
B0205.7	Y110A7A.14	negative
B0205.7	Y110A7A.16	negative
B0205.7	Y110A7A.17	negative
B0205.7	Y110A7A.19	negative
B0205.7	Y110A7A.8	negative
B0205.7	Y110A7A.9	negative
B0205.7	Y111B2A.11	negative
B0205.7	Y111B2A.13	negative
B0205.7	Y111B2A.16	negative
B0205.7	Y111B2A.17	negative
B0205.7	Y111B2A.18	negative
B0205.7	Y111B2A.22	negative
B0205.7	Y113G7B.17	negative
B0205.7	Y113G7B.18	negative
B0205.7	Y113G7B.23	negative
B0205.7	Y113G7B.24	negative
B0205.7	Y116A8C.35	negative
B0205.7	Y116A8C.42	negative
B0205.7	Y119C1B.4	negative
B0205.7	Y119C1B.8	negative
B0205.7	Y119D3B.16	negative
B0205.7	Y17G7B.2	negative
B0205.7	Y17G7B.5	negative
B0205.7	Y17G9B.5	negative
B0205.7	Y18D10A.5	negative
B0205.7	Y20F4.3	negative
B0205.7	Y22D7AL.5	negative
B0205.7	Y22F5A.3	negative
B0205.7	Y23H5A.5	negative
B0205.7	Y24D9A.4	negative
B0205.7	Y25C1A.8	negative
B0205.7	Y32H12A.2	negative
B0205.7	Y34D9A.1	negative
B0205.7	Y37D8A.1	negative
B0205.7	Y37D8A.18	negative
B0205.7	Y37D8A.9	negative
B0205.7	Y37E11AR.2	negative
B0205.7	Y37E11B.4	negative
B0205.7	Y37E3.10	negative
B0205.7	Y37E3.15	negative
B0205.7	Y37E3.3	negative
B0205.7	Y37E3.7	negative
B0205.7	Y37E3.8	negative
B0205.7	Y38A10A.5	negative
B0205.7	Y38A8.2	negative
B0205.7	Y38C1AA.2	negative
B0205.7	Y38C1BA.2	negative
B0205.7	Y38F1A.5	negative
B0205.7	Y38F2AR.9	negative
B0205.7	Y39A1A.12	negative
B0205.7	Y39A1A.23	negative
B0205.7	Y39A1A.6	negative
B0205.7	Y39A1B.3	negative
B0205.7	Y39A1C.3	negative
B0205.7	Y39A3CR.1	negative
B0205.7	Y39B6A.36	negative
B0205.7	Y39B6A.39	negative
B0205.7	Y39G10AL.3	negative
B0205.7	Y39G10AR.13	negative
B0205.7	Y39G10AR.14	negative
B0205.7	Y39G10AR.8	negative
B0205.7	Y39H10A.7	negative
B0205.7	Y40B1B.6	negative
B0205.7	Y41C4A.10	negative
B0205.7	Y41C4A.14	negative
B0205.7	Y41D4B.13	negative
B0205.7	Y41D4B.5	negative
B0205.7	Y41E3.11	negative
B0205.7	Y41E3.4	negative
B0205.7	Y41E3.9	negative
B0205.7	Y43B11AR.4	negative
B0205.7	Y43C5A.6	negative
B0205.7	Y43F4B.4	negative
B0205.7	Y43F4B.6	negative
B0205.7	Y43F8C.8	negative
B0205.7	Y44E3A.4	negative
B0205.7	Y44E3A.6	negative
B0205.7	Y45F10D.11	negative
B0205.7	Y45F10D.12	negative
B0205.7	Y45G12B.1	negative
B0205.7	Y46G5A.12	negative
B0205.7	Y46G5A.21	negative
B0205.7	Y46G5A.4	negative
B0205.7	Y46H3A.7	negative
B0205.7	Y47A7.1	negative
B0205.7	Y47D3A.26	negative
B0205.7	Y47D3A.29	negative
B0205.7	Y47D3A.4	negative
B0205.7	Y47G6A.10	negative
B0205.7	Y47G6A.11	negative
B0205.7	Y47G6A.20	negative
B0205.7	Y47G6A.6	negative
B0205.7	Y47G6A.8	negative
B0205.7	Y48A6B.5	negative
B0205.7	Y48B6A.11	negative
B0205.7	Y48B6A.2	negative
B0205.7	Y48E1A.1	negative
B0205.7	Y48E1B.5	negative
B0205.7	Y48G1BM.1	negative
B0205.7	Y48G1C.12	negative
B0205.7	Y48G8AL.14	negative
B0205.7	Y48G8AL.6	negative
B0205.7	Y48G8AL.8	negative
B0205.7	Y48G9A.3	negative
B0205.7	Y49A3A.5	negative
B0205.7	Y49E10.1	negative
B0205.7	Y49E10.15	negative
B0205.7	Y49F6B.1	negative
B0205.7	Y50D7A.2	negative
B0205.7	Y50D7A.4	negative
B0205.7	Y50D7A.6	negative
B0205.7	Y50D7A.7	negative
B0205.7	Y50E8A.4	negative
B0205.7	Y51A2D.7	negative
B0205.7	Y51H1A.3	negative
B0205.7	Y51H1A.4	negative
B0205.7	Y51H4A.3	negative
B0205.7	Y51H7C.6	negative
B0205.7	Y52B11A.9	negative
B0205.7	Y53C12B.1	negative
B0205.7	Y53F4B.15	negative
B0205.7	Y53F4B.3	negative
B0205.7	Y53G8AL.2	negative
B0205.7	Y53G8AR.2	negative
B0205.7	Y54E10A.15	negative
B0205.7	Y54E10A.2	negative
B0205.7	Y54E10A.7	negative
B0205.7	Y54E10BL.5	negative
B0205.7	Y54E10BL.6	negative
B0205.7	Y54E10BR.6	negative
B0205.7	Y54E2A.11	negative
B0205.7	Y54E2A.4	negative
B0205.7	Y54E5B.3	negative
B0205.7	Y54F10AM.5	negative
B0205.7	Y54F10BM.14	negative
B0205.7	Y54G11A.10	negative
B0205.7	Y54G2A.31	negative
B0205.7	Y54G9A.3	negative
B0205.7	Y54G9A.6	negative
B0205.7	Y55B1AL.2	negative
B0205.7	Y55B1BR.4	negative
B0205.7	Y55F3AM.1	negative
B0205.7	Y55F3AM.15	negative
B0205.7	Y55F3AR.3	negative
B0205.7	Y55F3BL.1	negative
B0205.7	Y55F3BR.1	negative
B0205.7	Y56A3A.19	negative
B0205.7	Y56A3A.27	negative
B0205.7	Y56A3A.32	negative
B0205.7	Y57A10A.25	negative
