UniProt Acc	Sequence Name (Gene)
Q9XXM6	H12C20.5
Q22953	F10G2.6
Q5BHI0	F10G2.6
O61876	F59B1.3
Q20290	F41G3.11
P90954	T01D3.4
O02071	F19B10.7
O02072	F19B10.8
O17089	F40H7.4
O17091	F40H7.5
O17092	F40H7.7
O17093	F40H7.8
O17096	F40H7.2
O44713	C46E10.6
O44877	T24E12.4
O44879	T24E12.8
Q20908	F56H9.1
Q8WQF6	F07F6.9
Q7JNP8	B0507.11
P91574	W05B10.5
Q17975	C14C11.5
O18106	T21B4.12
O17876	F49C5.1
O17877	F49C5.2
O76680	C04E12.8
Q9GYT9	F35F10.8
P92008	F32H5.6
Q1HAZ7	F32H5.6
F32H5.6c	F32H5.6
Q93798	F55B12.7
Q7JL79	F55B12.9
P90817	F09F3.1
A9QY31	F09F3.1
P90816	F09F3.2
P90819	F09F3.4
P90821	F09F3.7
P90824	F09F3.11
P90823	F09F3.12
P90825	F09F3.13
Q23058	E03H12.10
Q21289	K07F5.9
Q23058	T28H11.6
P91499	T27A3.3
O01829	C55C2.2
Q9XXL3	ZK1225.6
O45433	F32B6.7
Q21294	K07F5.11
Q23057	T28H11.5
Q23347	ZC477.1
Q23062	T28H11.1
O02139	C14A11.7
Q9XVP7	F32B6.5
Q20524	F47B8.11
Q9TXJ7	F54C1.9
Q20752	F54C9.2
Q95YG4	ZC513.12
Q9XVP9	F30A10.5
Q93646	F30A10.8
Q93646	F30A10.8
Q19200	F08C6.4
A7LPC8	F08C6.4
Q19958	F32A6.5
Q19958	F32A6.5
Q19958	F32A6.5
Q19958	F32A6.5
Q20657	F52D10.5
Q22165	Y71H9A.3
Q95YA8	F41G4.3
Q7YZV7	F41G4.3
Q7YZV6	F41G4.3
Q9XWC6	Y71H9A.2
Q18570	C42D4.5
Q18733	C50C10.7
O17973	M7.13
P91984	C50B6.10
O45809	T23D5.12
O45808	T23D5.10
O45393	F22B8.5
O45802	T23D5.11
O17896	F57A10.1
O17924	R03G8.5
O62017	B0391.4
O76436	C24B9.8
O18070	T08G3.2
O18069	T08G3.1
Q9TXW0	Y73C8A.1
O45805	T23D5.6
O45806	T23D5.7
O17363	C05E4.2
O17716	C55A1.5
O62240	F44G3.11
O45803	T23D5.1
O76658	F25E5.12
O61905	T27C4.3
Q9GUE5	C54F6.10
O01611	T19H12.7
O76437	C24B9.1
O17691	C50B6.12
O45810	T23D5.2
Q9TXS6	F37B4.12
O16473	C50H11.12
Q966G3	R13D7.1
O45807	T23D5.9
Q18571	C42D4.4
O18078	T09F5.3
O16899	C31B8.6
P91217	F07C4.1
Q18441	C34D4.8
O44691	C45H4.12
O62184	F26D2.7
O18042	T06C12.3
O18041	T06C12.2
O18040	T06C12.1
Q9XU38	F14F8.1
O45161	C17B7.1
P91524	T28A11.1
Q9TXW2	Y73C8C.5
O61888	K10C9.6
Q9TXW3	Y73C8C.6
Q965G3	Y73C8C.11
O18121	T23F1.4
O17841	F26D2.1
O62060	C14H10.4
Q9UAU0	C01B4.10
O45893	W06D12.4
Q9XWA2	Y40H7A.1
Q9TXM5	F52D2.9
Q9XUN2	T26H2.6
O44660	B0213.8
O44661	B0213.7
O16755	F59E11.13
Q9GUE2	F59E11.15
Q9GUE3	F59E11.14
Q9GUE1	F59E11.16
O17996	R08H2.2
O62280	F59A1.4
Q9GS08	F58G4.2
O62279	F59A1.3
Q86DA3	F59A1.14
Q9GS14	F07C3.8
O18083	T10H4.2
O45337	F10A3.8
O45339	F10A3.6
O45972	Y6E2A.2
O45710	R08H2.13
O17872	F44G3.1
O17925	K05D4.2
O45344	F10A3.13
O45340	F10A3.5
O62148	F10A3.15
O16913	F10D2.4
Q9UAX4	Y39H10B.1
O61883	F59B1.1
O17563	F07B10.3
Q19145	F07B10.2
Q20914	F57A8.3
Q9UAU7	C13B7.5
Q9UAU8	C13B7.2
O44544	R02C2.5
O45217	W03D2.10
O18115	T22H6.4
O18114	T22H6.3
O18027	T05E12.1
Q9GS11	F58G4.5
O16336	C09H5.9
O16332	C09H5.6
O17358	C05E4.6
O01536	F21F8.10
O01535	F21F8.9
O45982	ZC513.9
O45981	ZC513.11
O16328	C09H5.3
Q20547	F47G9.2
O16329	C09H5.4
O16330	C09H5.5
Q9GS09	F58G4.7
Q9GS10	F58G4.6
O17230	M01D1.1
Q9XX33	Y32B12B.5
O45737	T03E6.4
O45735	T03E6.1
Q9N2T2	Y9C9A.7
Q9N5R4	Y45G12C.12
Q9N2T5	Y9C9A.10
Q9N2T6	Y9C9A.11
Q9N2T4	Y9C9A.9
Q965K9	ZK697.10
O44528	T08B6.3
O02132	E03H12.1
Q9N2S7	Y9C9A.3
Q9N2S6	Y9C9A.2
Q93797	F55B12.6
O44532	T08B6.6
Q9N2T0	Y9C9A.6
Q9N2S8	Y9C9A.4
Q5CCI9	Y9C9A.4
O44533	T08B6.7
O17942	T01G5.5
Q9N482	Y17G9A.5
Q9N483	Y17G9A.1
Q9N480	Y17G9A.7
D3KZG5	Y17G9A.7
Q9N481	Y17G9A.6
Q22547	T18H9.4
Q21936	R11D1.5
O76415	T10H9.6
Q5CCI2	T10H9.6
Q21937	R11D1.6
Q17943	C12D8.12
O18084	T13F3.1
Q21838	R08C7.7
Q9XVU0	F26D10.8
Q20235	F40F9.4
P91070	C18B10.7
Q18732	C50C10.6
Q9GUD1	T01G6.3
O62506	ZK285.1
Q9XXP8	Y68A4A.3
Q9XV82	F20E11.4
O16921	F10D2.1
O16434	C02E7.9
Q966E9	W06H8.7
O16932	F26G5.4
O16935	F26G5.2
O16931	F26G5.5
O16439	C02E7.13
O45284	C31A11.9
Q9XX85	Y102A5C.28
Q18568	C42D4.9
Q966B3	Y46H3D.2
Q966B4	Y46H3D.3
O17880	F49C5.6
O61886	K10C9.8
O16323	C07G3.6
O16325	C07G3.4
O16326	C07G3.3
O16324	C07G3.5
O16396	C17E7.11
Q22521	T16A9.2
O62029	C06C6.3
O18080	T10C6.1
O62030	C06C6.2
O61983	K02H11.3
Q9GUE6	R09E12.4
O61981	K02H11.2
O61982	K02H11.7
Q9GUE4	C50H11.9
P91860	F32A7.7
Q9XUJ3	W09D6.3
O44654	B0213.9
O17717	C55A1.3
Q17709	C06B3.10
O62028	C06B3.9
O16674	F41B5.8
O45338	F10A3.9
O44699	C45H4.15
Q9GUD0	T01G6.9
Q9UAU2	C01B4.1
Q9UAT9	C01B4.3
O61937	T24A6.6
Q9XUJ6	W09D6.2
O17361	C05E4.13
Q86D26	B0391.12
Q19136	F07A5.5
Q19866	F28C6.6
Q21376	K09C4.8
Q18924	D1014.1
Q18837	C54D2.4
A0N8F1	C54D2.4
Q20924	F57B1.2
O17185	F34D6.3
Q17374	R09G11.1
O45189	T22B2.4
B3KM00	T22B2.4
O46354	DY3.7
Q10669	F39B2.4
Q10669	F39B2.4
Q21166	K03A1.5
P90851	F26E4.1
Q19097	F01G12.2
Q19096	F01G12.2
Q10580	B0336.9
Q10580	B0336.9
Q8MPP8	B0336.9
Q8MPQ0	B0336.9
Q8MPP9	B0336.9
Q86NH1	F35D2.5
Q86NH1	F35D2.5
Q86NH1	F35D2.5
Q21049	F59F5.6
Q21139	K02E10.8
B1Q236	K02E10.8
Q93374	C44H4.3
Q22708	ZK1067.6
Q86GI2	C54H2.1
Q86MX1	C54H2.1
Q9XTZ0	R03E1.1
Q93373	C44H4.2
Q20024	F35C8.4
Q20574	F48F7.2
Q20797	F55A11.2
P91409	T01B11.3
Q8MUP4	F26D2.2
O76388	C24G6.1
O62238	F39H2.4
Q9XVI2	T23D8.9
Q95ZN3	T23D8.9
Q19937	F31E8.3
Q9XWJ0	Y54E2A.3
Q9XUL9	W04A8.7
Q9TYN3	Y37E11B.4
Q17907	C11G6.1
O61707	R119.6
O01985	F30F8.8
Q9GZI6	W09B6.2
Q20788	F54F7.1
Q9NEW8	Y111B2A.16
Q8WQ97	ZK1320.12
Q7YTH5	ZK1320.12
O45784	T12D8.7
Q21172	K03B4.3
Q95ZS0	K03B4.3
Q20563	F48D6.1
Q21417	K10D3.3
Q20361	F43D9.5
Q9U226	Y56A3A.4
C0Z3M2	Y56A3A.4
Q17957	C14A4.10
O46017	ZK337.4
O01906	F59E12.13
O01986	C31C9.1
Q8I0D2	C31C9.1
Q9U2T9	Y116A8C.36
Q19370	F12F6.5
D3YT53	F12F6.5
D3YT54	F12F6.5
O17832	F25H5.1
Q5FC23	F25H5.1
Q5FC26	F25H5.1
Q3S1I9	F25H5.1
O17833	F25H5.1
A4GW05	F25H5.1
Q22508	T14G12.3
Q17874	C09G9.4
Q95PW9	ZK470.5
Q95PX0	ZK470.5
Q7JP62	F14D12.6
Q7JP61	F14D12.6
Q9XTG1	C40C9.5
Q9XTG1	C40C9.5
B6GUQ0	C40C9.5
Q22743	T24F1.1
Q20183	F38H4.7
Q27522	T13A10.11
Q27522	T13A10.11
Q17456	B0222.4
O44545	R02C2.3
O02065	T21G5.5
Q7Z153	T21G5.5
Q65CM6	T21G5.5
D4YW53	T21G5.5
Q20595	F49E10.5
Q58AU0	AC7.1
Q58AU1	AC7.1
Q21550	M176.1
P46064	K02F3.1
Q11100	C02F12.4
Q19981	F33C8.1
Q19981	F33C8.1
Q09545	F42A8.2
Q8IG31	F09E5.15
A8DYR6	F09E5.15
O16925	F25G6.5
Q8MXU5	W06H8.8
Q65XY2	W06H8.8
A7DT28	W06H8.8
A7DT28	W06H8.8
A7DT28	W06H8.8
A7DT28	W06H8.8
A7DT28	W06H8.8
O01583	K08B12.5
Q17562	C01F6.6
Q8MM77	C01F6.6
Q27GP1	C01F6.6
Q27GP0	C01F6.6
Q27GP2	C01F6.6
O45865	T27E9.1
Q86CZ9	T27E9.1
Q86CZ8	T27E9.1
Q95XZ1	Y47G6A.28
Q9NA53	Y73F8A.19
Q9XVM1	F58G11.5
Q18637	C45B11.1
Q9U3M1	C45B11.1
Q09493	C33B4.3
Q7JMK1	C33B4.3
B7WN72	C33B4.3
Q9N638	F37D6.6
O17850	F28F8.6
Q9XVS1	C25A1.3
Q09253	C16C10.10
P34681	ZK757.3
P34681	ZK757.3
P34681	ZK757.3
Q18284	C28C12.10
O17271	R148.6
Q9N541	Y2C2A.1
Q22507	T14G12.2
P91301	F46F11.3
O45601	H02I12.3
Q19775	F25D1.1
Q7JLJ3	F25D1.1
A8WHR6	F25D1.1
O01969	M01D7.4
Q93320	C33A11.4
C33A11.4b	C33A11.4
Q22800	T26A5.3
O76612	T07H3.1
Q19752	F23B12.6
Q8WQE7	JC8.13
Q17549	C01B7.4
Q19402	F13E6.6
Q20241	F40F9.2
Q9XX32	Y32B12B.6
O17388	F08F1.7
Q09524	E02H1.3
Q17963	C14B1.4
Q23013	M03F4.3
Q7JNP9	M03F4.3
Q2L6V9	M03F4.3
Q22354	T08H4.1
Q9XXA7	H38K22.3
Q11080	B0563.4
Q18295	D1054.15
D1054.15b	D1054.15
D5MCN9	F42A9.1
D5MCN8	F42A9.1
O62142	F08A8.6
Q8I4G0	T11F9.2
Q22395	T11F9.2
Q9XVR4	C30H6.2
Q8ITX7	F56D6.6
Q23644	ZK856.9
Q20109	F36H1.2
Q27GQ4	F36H1.2
Q067Y1	F36H1.2
D3KFU1	F36H1.2
Q23598	ZK809.2
O01960	C27A12.3
Q21854	R09A8.3
Q9XTQ7	H13N06.5
Q7JPE2	F31D5.3
Q19929	F31D5.3
Q8MQ64	F31D5.3
Q8MQ65	F31D5.3
O02134	C14A11.3
O02133	C14A11.3
A8WFN6	C14A11.3
Q19329	F10G7.1
Q21980	R13F6.4
Q8I7J1	R13F6.4
B5BM17	R13F6.4
Q27420	F44A2.1
Q95QG2	F44A2.1
Q9XW41	W06D4.5
Q21977	R13A1.2
Q9XWE9	Y6B3B.10
Q95ZL4	M01E11.7
P92160	M01E11.7
Q95ZL5	M01E11.7
Q8T3B1	M01E11.7
Q9XWB4	Y76A2A.1
Q17574	C01G6.6
Q17574	C01G6.6
Q19554	F18E2.2
Q9N415	Y39A3CL.2
Q20414	F44G4.4
Q6BEV0	F44G4.4
D0VWM8	F44G4.4
Q11183	C05D11.3
Q11182	C05D11.2
Q17917	E02H4.3
Q8MLY2	E02H4.3
Q93619	F27D4.5
Q20779	F54D8.2
O62126	D2013.10
D7SFK1	C56E6.1
O16936	F26G5.9
Q93375	C44H4.5
O62237	F36F2.5
Q03611	ZC84.2
Q95002	C02F4.2
Q86MD4	C02F4.2
Q0G819	C02F4.2
O18688	F26E4.8
P34690	C47B2.3
Q20409	F44F4.11
Q19490	F16D3.1
P91873	F32H2.9
O18154	T28D6.2
P52274	ZK899.4
Q20221	F40F4.5
O17921	K01G5.7
P52275	C36E8.5
P41937	B0272.1
Q20823	T04H1.9
P34475	F58A4.8
Q9XTQ6	H13N06.6
C6KRQ4	H13N06.6
P32085	T20B12.2
Q19691	F21H11.3
Q95PX3	ZK328.8
Q22292	T07C4.2
Q22289	T07C4.6
Q20257	F40H6.4
Q9N2K7	Y59E9AR.3
Q9TZL0	C36C9.2
O61764	ZK380.1
O45291	Y66A7A.8
Q9NAH2	Y47D3A.10
Q09376	ZK177.10
Q23622	ZK829.5
Q9U2C9	Y47D3A.12
Q9XVD5	C24H11.3
Q9NA56	Y73F8A.16
Q9NA55	Y73F8A.17
Q22813	T26C11.1
Q9N428	Y38C1AA.4
Q21087	K01C8.3
Q95ZS2	K01C8.3
Q9NAH3	Y47D3A.27
Q9U1W1	Y63D3A.5
Q23623	ZK829.6
Q9NEU3	Y39B6A.35
Q9XXF3	Y43C5A.5
O16273	F39G3.8
Q9XW65	Y75B8A.22
Q17754	C06G3.11
Q17754	C06G3.11
Q9Y0V6	Y66D12A.22
O45319	DY3.1
Q86DA5	F13B10.1
Q86DA5	F13B10.1
Q86DA5	F13B10.1
Q86DA5	F13B10.1
Q86DA5	F13B10.1
Q03566	C38C10.1
P90869	F39H11.2
B2D6P4	F39H11.2
Q93565	F25H2.1
P34314	C07A9.3
P34314	C07A9.3
Q2XN10	C07A9.3
O18124	T23G4.1
Q17823	C08D8.2
Q8I7M7	C08D8.2
Q09665	ZK673.7
Q20334	F42E11.4
Q9XUN9	T20B3.2
O44572	W03F8.1
Q7Z072	F53A9.10
Q7Z071	F53A9.10
Q6AHQ2	C14F5.3
Q6AHQ1	C14F5.3
Q6AHQ3	C14F5.3
B9WRS6	C14F5.3
O44556	T08B1.2
Q86S43	T08B1.2
Q23281	ZC395.3
Q45EL5	ZC395.3
Q22710	T24A11.3
P98060	R151.5
P98060	R151.5
Q9N5Z3	C07F11.1
Q49HI3	M01A10.2
A8WFN4	M01A10.2
Q8T3B2	M01A10.2
Q49HI2	M01A10.2
Q14DX2	M01A10.2
Q14DX1	M01A10.2
O17966	M01E5.5
O17966	M01E5.5
O61660	Y56A3A.27
O45271	Y37A1B.12
Q9XXG5	Y37A1B.13
P34722	B0545.1
P34722	B0545.1
Q9XZD1	ZK1290.2
Q2V4U7	ZK1290.2
Q10657	Y17G7B.7
Q7YZT6	ZK54.2
Q7YZT6	ZK54.2
O45380	F19H8.1
P34708	Y47D3A.6
P34708	Y47D3A.6
P34709	C15F1.3
P34709	C15F1.3
Q22036	LLC1.1
O44736	F57B10.7
Q9GYK9	T05A12.2
Q23176	W05E10.4
Q19472	F15A2.2
Q9BI68	C23H3.7
O62248	F45G2.6
Q23270	ZC376.5
P34586	ZC21.2
Q27GV1	ZC21.2
O44872	R06B10.4
Q8I6Y9	R06B10.4
Q9GRV5	Y71A12B.4
P52709	C47D12.6
Q86D21	C47D12.6
O45321	DY3.4
Q95QP3	DY3.4
Q23528	ZK546.15
Q17800	C07G1.1
Q94176	C43G2.5
O45421	F31D4.6
O01887	K07B1.1
O01566	F48A9.3
O01771	ZC581.6
Q19328	F10G7.2
P34285	C02F5.8
Q95QY8	C02F5.11
Q9U2K6	Y39E4B.4
Q20707	F53B2.2
O62466	Y45F10B.1
Q9XVI4	T23D8.2
Q19983	F33C8.3
Q18177	C25G6.2
Q22479	T14B4.4
B1Q241	T14B4.4
Q17526	B0563.2
Q22495	T14G10.6
Q9NET3	Y39B6A.6
O44582	F39C12.3
Q95X63	F39C12.3
Q9XVM9	F53B6.1
Q19083	F01E11.4
Q11098	C02F12.1
B3WFU6	C02F12.1
Q21052	F59G1.2
P91195	D2092.7
Q17441	B0198.1
O17244	F53G2.6
O16991	W03F9.5
O17389	F08F1.8
Q9U2Z0	Y113G7A.6
Q9U2Y9	Y113G7A.6
B5QSI6	Y113G7A.6
Q94156	C40H5.5
B6VQ91	C40H5.5
Q09306	F10B5.4
Q19671	F21C3.1
Q22426	T12C9.3
Q21529	M110.2
Q23386	ZK1067.5
Q17481	B0334.2
Q5FC72	B0334.2
Q19525	F17C8.5
P34410	F22B7.7
Q23297	ZC410.4
Q7JM20	ZC410.4
Q23435	ZK1251.8
Q94253	K04A8.4
Q304E3	F20A1.7
Q304E4	F20A1.7
Q304E2	F20A1.7
Q19907	F29F11.4
Q21729	R04F11.4
B0M0M8	R04F11.4
Q21094	K01D12.4
Q20673	F52E4.4
Q8MQA3	C44E12.3
O76788	C44E12.3
O76791	C44E12.3
O76794	C44E12.3
O76792	C44E12.3
O76787	C44E12.3
Q18120	C24A3.6
O76790	C40C9.1
Q22042	T01B4.1
Q22043	T01B4.2
A6ZJ65	T01B4.2
A6ZJ66	T01B4.2
Q93531	F19D8.1
Q20817	F55C5.3
Q6BES3	F55C5.3
Q21505	M04B2.5
Q21467	C33D12.3
Q22940	C52B9.6
Q93732	F46A9.3
Q564V7	F46A9.3
P90863	F36A2.4
Q9XX01	Y47D3B.5
Q6EUT8	Y47D3B.5
Q93764	F53C11.6
O45894	W06D12.5
O17935	K06B4.12
O45422	F31D4.7
Q9XTV6	R12G8.2
Q8IG65	C48E7.9
Q9XVD1	C24H11.8
A1EHR5	C24H11.8
Q9XU07	T28A8.1
O45891	W06D12.2
Q8I4K1	F32H5.7
Q9XWC7	Y71H9A.1
Q9BL31	Y71H2AM.22
Q3V5J5	Y71H2AM.22
Q9NEV3	Y39B6A.19
B2FDA9	Y39B6A.19
P90978	Y92C3B.2
P90978	Y92C3B.2
P90978	Y92C3B.2
Q8MXS2	Y92C3B.2
Q9U2U0	Y116A8C.35
Q27481	C47E12.5
Q3S1J5	C47E12.5
C1P636	C47E12.5
Q9NAN1	W02A11.4
P52478	C35B1.1
Q95XN7	Y71G12B.15
Q18931	D1022.1
B1Q233	D1022.1
P34477	F58A4.10
Q9N2W9	Y94H6A.6
Q95017	F29B9.6
Q9XVK5	R09B3.4
Q95XX0	Y54G2A.31
Q9U1Q1	Y87G2A.9
Q9N490	Y110A2AR.2
Q9XWF6	Y54E5B.4
Q11076	B0403.2
Q21633	R01H2.6
Q9U1U4	Y69H2.6
Q9TZ69	F40G9.3
P52484	C06E2.3
Q17720	C06E2.7
Q18288	C28G1.1
Q20617	F49E12.4
Q93571	F25H2.8
Q9UAV3	F46E10.8
Q8MNY0	Y40G12A.2
Q965V9	Y40G12A.1
Q09444	C08B11.7
P37165	H06I04.4
P37165	H06I04.4
P91302	F46F11.4
P0CG71	F25B5.4
Q8MYQ4	F25B5.4
P49632	ZK1010.1
O01883	K07B1.3
O45495	F39B2.2
Q20872	F56D2.4
P91853	F26H9.7
Q19584	F19B6.2
Q9U3I6	F19B6.2
Q09349	T05H10.5
Q95QB5	T05H10.5
Q6BEV4	T05H10.5
Q18217	C26E6.8
Q09353	T10F2.3
Q23238	Y38A8.3
Q86FN3	Y48A5A.2
Q09275	C41C4.6
O44984	K02F2.4
Q21190	K03E6.5
A5HLX0	K03E6.5
Q22098	T02C5.5
Q86G45	T02C5.5
Q8MPY5	T02C5.5
Q7YZH2	T02C5.5
Q93705	Y16B4A.1
P29506	F26C11.2
Q26261	B0273.4
Q26261	B0273.4
P34710	F41C6.1
Q03412	R07D5.1
C8JQR7	R07D5.1
C8JQR8	R07D5.1
Q21974	R13A1.4
O01393	R12H7.1
Q22366	T10A3.1
Q22366	T10A3.1
Q9XZI6	C32E8.10
Q9XZI6	C32E8.10
Q9XZI6	C32E8.10
Q9XZI6	C32E8.10
Q9XZI6	C32E8.10
Q9XZI6	C32E8.10
Q9XZI6	C32E8.10
P27715	ZK524.2
P27715	ZK524.2
P27715	ZK524.2
P27715	ZK524.2
C6KRL5	ZK524.2
O15940	K10D3.2
P10567	F07A5.7
B3WFV3	F07A5.7
P34609	ZK1098.10
P34609	ZK1098.10
A7LPE3	ZK1098.10
A7LPE4	ZK1098.10
C0P271	ZK1098.10
C7FZT6	ZK1098.10
P34815	F27D9.1
P34815	F27D9.1
P34815	F27D9.1
Q23550	ZK617.1
Q23551	ZK617.1
A3RMU0	ZK617.1
D3YT57	ZK617.1
D3YT58	ZK617.1
O61980	H14N18.1
Q86S24	H14N18.1
Q5TKA9	H14N18.1
Q17372	F57H12.2
Q9XTP4	Y37D8A.23
Q8I4E0	Y37D8A.23
Q8I4D9	Y37D8A.23
Q9XUD3	JC8.10
Q9GT42	JC8.10
Q9GT40	JC8.10
B3CJ53	JC8.10
Q9GYF1	ZK721.2
P48181	T08G11.5
P52906	B0564.10
P52906	B0564.10
Q23658	ZK897.1
Q23658	ZK897.1
Q23658	ZK897.1
Q23658	ZK897.1
Q23658	ZK897.1
Q23658	ZK897.1
P30628	ZK637.8
P30628	ZK637.8
P30628	ZK637.8
P30628	ZK637.8
P30628	ZK637.8
P30628	ZK637.8
Q01630	Y37E11C.1
Q8IAA0	Y50D4C.1
Q8IA99	Y50D4C.1
P34374	C50C3.9
P34374	C50C3.9
O02482	W02D3.9
Q23022	F21F3.5
O17894	F56A12.1
Q94155	T19B4.7
C27H6.1a	C27H6.1
C27H6.1b	C27H6.1
C27H6.1c	C27H6.1
Q20455	F58E6.10
O62305	K11E8.1
O62305	K11E8.1
O62305	K11E8.1
O62305	K11E8.1
O62305	K11E8.1
O62305	K11E8.1
O62305	K11E8.1
O62305	K11E8.1
O62305	K11E8.1
O62305	K11E8.1
O62305	K11E8.1
O62305	K11E8.1
O62305	K11E8.1
O62305	K11E8.1
O62305	K11E8.1
Q17489	B0350.2
Q5TYL6	B0350.2
Q17486	B0350.2
Q5TYL5	B0350.2
Q8MQG0	B0350.2
Q17490	B0350.2
Q7JNZ0	B0350.2
Q09981	F30H5.1
Q9GZD5	C04F5.3
P34579	T20G5.6
Q22637	T21C12.1
Q9Y0I6	T21C12.1
Q9Y0I5	T21C12.1
Q9Y0I4	T21C12.1
Q9Y0I3	T21C12.1
Q9Y0I2	T21C12.1
Q7JME0	T21C12.1
Q9U9U3	T21C12.1
Q0PDK2	T21C12.1
Q10045	T07A5.2
Q23023	Y60A3A.1
Q06561	ZC101.2
Q06561	ZC101.2
Q06561	ZC101.2
B6VQ97	ZC101.2
Q06561	ZC101.2
Q06561	ZC101.2
Q7YSI9	F45E10.1
Q7YSI9	F45E10.1
Q7YSI9	F45E10.1
Q7YSI9	F45E10.1
Q7YSI9	F45E10.1
C8JQR2	F45E10.1
C8JQR3	F45E10.1
C8JQR4	F45E10.1
P02566	F11C3.3
A5Z0M1	F55D12.4
A5Z0L6	F55D12.4
O61843	T04D1.3
A5A8R0	T04D1.3
A5A8Q9	T04D1.3
B1V8A0	T04D1.3
Q22271	T06H11.1
Q22271	T06H11.1
Q9U334	W09C5.2
Q07750	C38C3.5
Q07750	C38C3.5
Q07749	C38C3.5
Q8I4C9	Y50E8A.4
Q9U277	Y50E8A.4
Q25AR8	Y50E8A.4
Q9N5D6	T28F12.2
Q9N5D6	T28F12.2
Q9N5D6	T28F12.2
Q9N5D6	T28F12.2
Q9N5D6	T28F12.2
Q9N5D6	T28F12.2
Q9N5D6	T28F12.2
Q9N587	Y110A7A.3
O16000	F56A8.7
O16000	F56A8.7
Q94279	K11C4.5
B7WN66	K11C4.5
Q9U377	T07A5.6
Q22276	T07A5.6
A7LPF8	T07A5.6
Q9U9J7	K11C4.3
Q95ZL8	K11C4.3
K11C4.3c	K11C4.3
P90974	Y37D8A.13
O61528	F55C7.7
Q7KPP4	F55C7.7
Q7JNG6	F55C7.7
Q7JNG4	F55C7.7
Q95Q51	F55C7.7
B9WRS7	F55C7.7
B9WRS9	F55C7.7
B9WRS8	F55C7.7
C4ALD5	F55C7.7
O62068	C17D12.2
Q7JL62	C01G10.11
Q7JL61	C01G10.11
C01G10.11c	C01G10.11
C01G10.11d	C01G10.11
C01G10.11e	C01G10.11
C01G10.11f	C01G10.11
Q688B4	C11D2.6
Q688B3	C11D2.6
Q8MXH5	C11D2.6
Q688B2	C11D2.6
Q11176	C04F6.4
Q11176	C04F6.4
Q19045	E03A3.6
P42173	E03A3.6
Q9XV66	F25C8.3
Q9XV66	F25C8.3
Q9XV66	F25C8.3
C1P651	F25C8.3
D1MN50	B0496.3
D1MN51	B0496.3
D1MN49	B0496.3
D1MN54	B0496.3
D1MN52	B0496.3
D1MN53	B0496.3
D1MN55	B0496.3
D1MN56	B0496.3
Q23064	W01A11.3
Q0PDL1	W01A11.3
Q0PDL0	W01A11.3
Q20745	F54B11.3
Q20745	F54B11.3
Q19326	F10G7.3
D7SFI1	C30A5.7
D7SFI2	C30A5.7
P37806	F08B6.4
P37806	F08B6.4
P37806	F08B6.4
O01761	C09D1.1
O01761	C09D1.1
O01761	C09D1.1
O01761	C09D1.1
O01761	C09D1.1
O01761	C09D1.1
O01761	C09D1.1
Q93380	C46F11.1
Q93380	C46F11.1
O01479	C06A5.7
O01479	C06A5.7
Q9NEZ5	Y105E8A.6
O76566	F13C5.6
Q95X27	F13C5.6
P50464	F14D12.2
Q19203	F08C6.7
P35602	K11D2.3
P35602	K11D2.3
D7SFR1	K11D2.3
A6ZJ38	C30D11.1
A6ZJ39	C30D11.1
A6ZJ40	C30D11.1
A6ZJ41	C30D11.1
A6ZJ42	C30D11.1
Q18325	C30D11.1
A6ZJ43	C30D11.1
A6ZJ44	C30D11.1
P23678	C52E12.2
P23678	C52E12.2
Q09274	C41C4.5
Q09274	C41C4.5
O01577	F53F10.4
Q18685	C47E8.7
Q19240	F09B9.2
Q95QM5	F09B9.2
P34540	R05D3.7
Q10658	M142.1
C0P283	M142.1
D1MN78	M142.1
Q18955	D1081.2
O18685	F11C3.2
O44371	C53D6.2
Q18694	C47G2.2
Q17361	C13B4.2
Q18136	C24H10.5
Q18580	C42D8.3
Q22997	F56B6.4
Q95Q50	F56B6.4
Q8MPU4	F56B6.4
Q22995	F56B6.5
Q2V4S5	F56B6.5
Q23535	ZK563.1
O61460	M03A1.1
O61460	M03A1.1
Q9U474	Y37E11AR.6
Q17359	F14F3.1
Q95ZV2	F14F3.1
Q17357	F14F3.1
Q93899	M142.4
Q21441	K12F2.2
Q21441	K12F2.2
A8DZ45	K12F2.2
O18108	T22C8.8
O18290	ZK1151.1
Q7K7B6	ZK1151.1
Q867D9	ZK1151.1
Q6BEQ5	ZK1151.1
Q6BEQ4	ZK1151.1
Q6BEQ3	ZK1151.1
Q6EUT7	ZK1151.1
Q27GN8	ZK1151.1
A5Z2W9	ZK1151.1
Q09604	R07B1.1
Q9N5D9	T22D2.1
Q19348	F11C7.3
Q8MQ79	F11C7.3
Q45FX5	C35B8.2
Q45FX5	C35B8.2
Q9N3F4	Y54E10A.9
Q95XY1	Y54E10A.9
Q65XX1	Y54E10A.9
O18054	T06G6.9
Q9TY05	K07E3.8
Q7YZW5	K07E3.8
Q19305	F10E7.4
O76698	T17A3.1
O76695	T17A3.8
Q21038	F59F3.1
Q21041	F59F3.5
O02264	F44F1.7
Q21898	R10E11.8
P34546	R10E11.2
P34546	Y38F2AL.4
Q22087	T01H3.1
Q20072	F35H10.4
Q17660	VW02B12L.1
Q9XTS8	C26H9A.1
B2MZD0	C26H9A.1
Q95X44	C17H12.14
Q23680	ZK970.4
P91303	F46F11.5
