CBRGID	CELEID
A8XVY0	C3JXE4
A8WUV2	E5TZU5
B6IM32	O01908
A8XA07	Q9XVX7
A8WVV3	G5EEW5
B6IJD5	Q6AHP6
A8X5A8	Q9TYK2
A8X5A6	Q9TYK2
A8X5A7	Q9TYK2
A8X5A4	Q9TYK2
A8X5B0	Q9TYK2
A8X5B1	Q9TYK2
A8WKF0	Q93729
A8WKF0	Q9XW04
A8WKF0	Q93730
A8WKE9	Q93729
A8WKE9	Q9XW04
A8WKE9	Q93730
A8WPL8	Q93729
A8WPL8	Q9XW04
A8WPL8	Q93730
A8WL63	D3NQ92
A8WL63	G4S0D7
A8WL65	D3NQ92
A8WL65	G4S0D7
A8XVY5	H2L0G3
A8XVY5	Q9N4A2
A8XVY5	Q9N4A3
A8WLJ5	O44813
B6IIN3	B3WFY9
A8XIE9	Q9N5T0
B6IEP1	Q95X89
B6ILJ5	H2L064
A8Y0Q8	C6KRJ3
B6IKM4	Q20504
A8XTA5	C3JXE5
A8XTA5	Q9TZ74
A8XTA5	Q95XL5
A8Y348	Q9NAM4
B6IM68	Q9NAM4
A8Y349	Q9NAM4
B6IES5	Q9TZB8
B6IES5	Q9TZB9
B6IES5	G5EBG3
B6IKJ2	C6KRH9
A8XNB8	Q7YTN5
B6IFB0	Q9XWG8
A8X553	O61522
A8X553	Q19002
A8X553	Q19010
A8X553	Q22803
A8X553	Q0MQ67
A8X553	Q9N322
A8X553	O61524
A8X553	O61523
A8XAR3	O61522
A8XAR3	Q19002
A8XAR3	Q19010
A8XAR3	Q22803
A8XAR3	Q0MQ67
A8XAR3	Q9N322
A8XAR3	O61524
A8XAR3	O61523
A8XAU5	O61522
A8XAU5	Q19002
A8XAU5	Q19010
A8XAU5	Q22803
A8XAU5	Q0MQ67
A8XAU5	Q9N322
A8XAU5	O61524
A8XAU5	O61523
A8XAU1	O61522
A8XAU1	Q19002
A8XAU1	Q19010
A8XAU1	Q22803
A8XAU1	Q0MQ67
A8XAU1	Q9N322
A8XAU1	O61524
A8XAU1	O61523
A8XJ84	Q17927
A8XJ84	Q17925
A8XJ84	Q17924
A8XJ84	Q9TXP8
A8XJZ7	Q17927
A8XJZ7	Q17925
A8XJZ7	Q17924
A8XJZ7	Q9TXP8
B6IM27	Q22934
B6IM27	Q22932
B6IM27	Q4PIT0
A8XHC1	G5EGS5
A8XCW8	Q93763
A8X1F9	D0IMZ0
A8X6E2	D0IMZ0
A8XAJ3	Q20424
A8XJ66	Q20424
B6IHE7	D0VWN9
A8XUL0	Q23291
B6IJF0	Q18531
B6IGR5	Q56VZ6
B6ILG4	Q9N5U9
B6ILM8	A3QM99
B6IFX6	O17783
B6IGQ6	Q564X3
A8WZB5	Q09568
B6IJR7	Q17722
B6IJJ6	Q9N411
A8X856	Q9N4H9
A8XZP1	Q9N4H9
A8WNQ1	Q9XVV7
B6IH91	Q22737
B6IJK4	O16281
B6IJK4	O01595
B6IJK4	Q4R147
B6IJK4	Q9N3Z1
A8XGS9	Q09223
B6IG81	D3KFV3
B6IM56	P91066
B6IMC4	C9IY27
A8XHU8	Q09622
B6IL01	Q7JKM9
B6IL30	Q20983
B6IKW5	O01481
B6IKW5	O01482
A8XBR0	Q93548
A8Y1C0	Q93548
B6IGV7	B5BM42
B6IJ25	G1K0V5
B6ILF9	C1P631
B6IJ63	Q22652
G2J6S5	Q21384
A8XTV2	Q9NAM3
A8XTV0	Q9NAM3
A8X598	Q9NAM3
A8WQ41	Q9NAM3
A8WJW3	G5ED03
B6IHQ2	B9WRT7
B6IHQ2	O62359
B6II89	Q4W527
B6IJH8	Q9NEJ5
B6IJ57	Q9XUL8
A8XI19	Q9TXY3
G2J6M3	Q9TXY3
B6IFQ1	Q23269
A8X542	O02243
A8X541	O02243
B6IE02	Q4R141
B6ILR3	Q4PIS5
B6IHE9	E5QCH0
A8XRM9	Q17758
A8XJG0	Q21376
A8XXI2	Q8MXF0
A8Y1G1	Q9N3Q9
A8XJG8	Q95ZV7
A8WXQ2	G5EFF5
A8WNR9	Q17551
A8X0S8	H9G328
A8WZ43	Q18007
A8XMZ6	O17798
A8XT01	P46557
A8XGC7	E9P851
A8WJH6	Q8MQ68
A8XQS1	G5EGB9
A8WZ07	Q22327
A8XCT9	Q9XVM0
A8XZU2	Q10039
A8WZ10	H2L0K7
A8X7Y0	Q09475
A8XYJ9	O18196
A8XK33	Q966P1
A8WNJ9	B6VQ51
A8XH88	G5EFD4
A8WS03	Q86C56
A8XVN9	Q94392
A8X275	Q965S4
A8X275	O01585
A8WWF7	Q6AW08
A8XJ10	Q9N4B1
A8WTD5	G5EDW9
A8X9E2	G5EBZ4
A8WUS6	Q19878
A8XC17	Q21166
A8X9X3	Q22528
A8XU88	Q9U255
A8XB53	O01892
A8WQ99	Q9TXN6
A8WW47	G5EDT1
A8XBP5	P46873
A8XHC2	P91494
A8X487	Q6DNF4
A8XEC1	P91133
A8XC51	Q8MQC5
A8XLM7	Q9BKQ8
A8XM88	Q9GYL2
A8WV05	Q21350
A8X5X5	Q20942
A8XBZ8	Q18825
A8XIK6	Q9U1S7
A8XEK0	H2KYW1
A8Y3J9	P34422
A8WLL4	Q2EEN8
A8X1B9	Q94226
A8XVN1	G5EFK8
A8XKA1	Q18580
A8WX15	Q9XWI6
A8Y0T3	Q20167
A8X984	O76384
A8XDW2	O76689
A8X8V4	Q23639
A8XNN1	B1Q237
A8XFV1	O01598
A8XHA3	I2HAF0
A8XYH3	G5ED21
A8X4H0	Q18253
A8XPG3	H2KZW3
A8XJ22	Q688Z4
A8WVG3	Q18496
A8WSD2	Q09615
A8WUM7	Q19989
A8WX81	Q18889
A8Y4J3	G5EBR9
Q61YG1	O62446
A8WL25	G5EEW9
A8X2Q0	Q9TXQ1
A8WSG7	Q20117
A8XHH9	A1EHR5
Q61SU7	Q17828
A8XT93	Q9U2D5
A8XYS1	Q9NAP6
A8WRU7	Q20712
A8XRG2	Q19643
A8WMQ5	O44906
A8XFF6	G5EEN6
A8WUM2	Q18237
A8WZP0	Q20535
A8Y3E3	Q9XW75
A8X1C2	Q19974
A8XDM5	Q9U275
A8Y0V2	Q9U275
A8X0V1	A6ZJ71
A8WLD6	Q23405
A8XQL0	G5EDI1
A8XQW3	Q23501
A8X4K4	G5EE16
Q9GNN7	Q10573
A8WMG1	Q20538
A8XVD2	Q22258
A8XPV8	G5EDB6
A8XX46	D0Z5P0
P19208	P27420
A8XFW5	G5ECH1
A8XGF7	G5ECW7
A8XFC6	P91868
A8XIH5	Q9NAE2
A8XL84	Q01630
A8X8P2	G5ED57
A8WK59	Q21153
Q626H5	O45657
A8XK29	H2KYH3
A8XSB1	O45962
A8XWA5	Q95Q35
A8X2Y5	P92006
A8XEJ5	Q9GZG4
A8XEJ5	H2KYV9
A8X5T5	G5EEI1
A8WXY2	F5GUC6
A8XHR3	G5EEM9
A8WTM7	O17580
A8XK50	Q20829
A8XSX4	Q19319
A8XNM1	Q22830
A8Y2W5	Q09508
A8XKF6	Q11122
A8Y3V6	B0M0M8
A8X8F3	Q27474
A8XV52	Q19148
A8WTD9	Q19131
A8XXU2	O17244
A8XTC0	Q22354
A8WW41	O01686
A8XI16	F8Y417
A8X413	G5EBQ8
A8WTE9	Q18668
A8XCI5	Q09482
A8XWC4	Q9XUJ7
A8XLS8	G5EBX9
A8Y4D8	O17951
A8XGP5	Q9U267
A8X691	O44183
A8XLS1	H2KZV4
A8WZT7	Q94174
A8XR88	Q20502
A8XPF4	Q20849
A8XNA5	Q93839
A8WST8	G5EFI7
A8X8Q3	G5EE12
A8WS04	Q18591
A8Y3X4	Q20821
A8XWR3	Q8WQC9
A8XBS8	G5EFF4
A8WSA8	Q93560
A8Y191	Q19673
Q27459	P38433
A8X0E5	C0Z3L5
A8XZ56	Q9NAB9
A8X437	B6VQ56
A8X9B3	H2KYR7
A8XP00	A8WFI7
A8WRK7	Q93550
A8XII1	Q9U323
A8XK67	Q9U9K0
A8XSV1	Q19312
A8X0U8	G5EE62
A8XG81	G5EED0
Q61SD1	Q19338
A8XJN8	H2KZY5
A8X7H4	P11141
E3CU73	Q9U330
A8WQI0	O17001
A8WNM4	Q19866
A8XPQ0	G5EFV8
A8XLV6	Q8IAA9
A8XCA2	P34710
A8WVR6	Q5TYK5
A8XU72	Q9U1V9
P0C656	Q20497
A8XGJ0	O01505
A8Y4J5	G5EF43
A8XZV7	Q23316
A8WZS5	G5EDI8
A8WVA8	Q09590
A8XCM2	Q18598
A8XLW9	Q9XWD1
A8X631	Q21225
A8XL42	Q8ITV6
A8X870	Q95Y88
A8X6C4	G5EEN3
A8WV47	O45430
A8XT80	Q19825
A8XUW8	Q22552
A8WZU5	P90740
A8XG98	O44737
A8XSX9	Q20898
A8WR86	A7WK47
A8XWG9	O62217
A8XKM8	Q20600
A8XGF2	A5JYW9
A8X114	G5ECM4
A8X9D0	O17666
A8WQ96	Q9N511
A8Y2A8	O01524
A8Y1P8	Q95XM9
A8WRY4	O17398
A8XFN0	O44954
A8X0P6	P35449
A8XGT5	Q09219
A8XCF1	Q9NAN8
A8XH60	O02086
A8WRB9	P18948
A8XJT4	Q19284
A8Y3D5	Q9XW70
A8Y314	G5EFD2
A8XXL4	O17966
A8X7V2	Q95QN2
A8XSZ0	Q21827
A8WP74	G5EES6
A8WP48	Q09449
A8XKA6	Q10651
A8XMF0	Q18284
A8XG71	P91495
A8Y3E2	Q9XW87
A8XYX2	Q9NAA5
A8XYX3	Q9NAA5
A8XBY1	Q11076
A8X375	P30645
A8WUZ3	Q22501
A8X001	Q20992
A8WMJ3	Q18916
A8Y3Q2	G5EFG0
A8Y3X8	Q20818
A8WW46	O01839
A8WR40	O61851
A8XS84	G5EGI1
A8Y0F3	Q22036
A8WL70	Q7JKY3
A8WVC4	Q9NEW7
A8XIW7	Q9N341
A8Y161	Q21418
A8XKL7	Q9XYD3
A8XUF9	Q9UAV8
A8XCC3	O45298
A8WQT1	Q95PY8
A8XAH8	Q03614
A8XUB2	O01583
A8XDY5	Q9XTT4
A8WYU6	Q6DNF7
A8XCN3	Q10915
A8XL16	Q9N3S4
A8XVI8	G5EEZ6
A8XBY0	Q22008
A8X5T1	Q95Q40
A8XT84	Q18221
A8XVG9	Q20447
A8XYX1	Q9NAA0
A8XV87	H2L0C5
A8WN50	P09446
A8XWQ8	A5A631
A8XH59	P20163
A8XP76	P34400
A8XKM4	Q20595
A8WZG4	Q19238
A8X4H1	Q8WQL7
A8XRK0	Q18406
A8XTN8	O18693
A8WP66	O62301
A8X3F3	O62504
A8X544	G5EDB2
A8WVX6	G4SRS5
A8XA88	P34355
A8X8I4	Q19907
A8XP65	P34595
A8WT19	Q17336
A8WSK0	Q22308
A8XZV5	G3MU29
A8XH47	Q09259
A8X4K6	Q93373
A8Y0Q7	B9WRT3
A8XVZ2	G4SCE4
A8XK41	Q21157
A8X2T1	O61907
A8XF46	P34675
A8XX61	Q21988
A8X126	G5ECS9
A8WTB5	Q17474
A8XR77	G5EBK1
A8WRD2	Q8MQE6
A8WTR7	Q965Y7
A8WX33	O62055
A8X286	Q9UAZ3
A8XQW8	Q23498
A8XQT1	Q93332
A8WYD8	Q22468
A8X7V6	Q19086
A8X091	Q9XX42
A8XKR7	Q95YD2
A8XI08	O44411
A8XCW9	Q93764
A8XEG9	Q966L5
A8X8Y5	Q93791
A8XL19	Q9N3S7
Q623S8	Q94263
A8XR69	Q21038
A8XR68	Q21038
A8XQ45	B7WNA0
A8XZJ6	G5EBK0
A8Y473	G5EFG5
Q5QQ52	Q965Q8
A8WWE7	G4SNP0
A8X9L1	Q93380
B6IKC9	Q21284
A8XMN2	Q5F4W0
A8X0J5	Q20063
A8XEY5	Q9XVS4
A8X9U7	G5EEK2
A8XGR9	Q17693
A8XPB1	P34329
A8Y236	O45947
A8XY66	Q18386
B6ILL0	Q9U296
A8WRD3	Q95QX1
A8XKZ9	P83388
A8XM34	G5EGR4
Q622Z7	Q09537
A8XCA6	G5EDU2
A8X974	Q22949
A8Y3U9	Q19764
A8WXZ6	O62118
A8XWE9	O44326
A8X6T6	Q9GUC8
A8XDQ3	Q9TYX1
A8XLU0	Q965N2
A8XVI4	K8ERR8
A8XBZ6	Q18823
A8XQK0	Q21811
Q61EX6	Q18206
A8XF52	P34269
A8XF53	P34269
A8WN03	O45278
A8XHB1	A7DTF2
A8XFD9	O62235
A8XSL5	P54813
A8XUC2	Q4LDP0
A8WNQ8	O17736
A8WT04	Q09591
A8WXI2	Q21313
A8X496	H2L0M0
A8X0Y7	Q17430
A8WUX0	O61856
A8WVJ0	Q17556
A8Y241	O62477
A8WRR8	Q19239
A8X5F2	O62140
A8XJL1	H2KYV3
A8WXY3	Q18841
A8WSA3	Q9U302
A8XNE0	Q9GZI0
A8WT60	G5ECK5
A8WNS3	Q22886
A8WNI8	Q2L6Y6
A8XZM3	G5EFG4
A8Y1Y1	O01864
A8XIV5	G5ED33
A8Y4E7	E9P886
A8X5M9	Q9U1Q3
A8XGN4	H8ESF3
A8XL40	G5EDV9
A8XUA4	G5ECC3
A8XNH0	Q19350
A8Y4R2	Q9XWZ6
A8X8P8	G5EC02
A8X721	G5EEL6
A8XW61	Q11190
A8XX80	Q19046
A8XUC6	A9D4E4
A8WR59	O76368
A8XGI0	H2KZK7
A8X3F6	Q03611
A8X1Q8	Q17745
A8Y0U3	G5EEV7
Q61ZW5	Q18695
A8WND4	Q20616
A8XCL6	Q09446
A8Y4D7	G5EEA7
A8WZ75	Q9N2V2
A8X868	Q8T666
A8XVB7	Q19770
Q61VZ4	Q9XW92
A8XK77	H2L0E6
A8XEJ3	O61794
A8WRW6	G4SFC3
A8XFQ4	P91119
A8XSK6	Q17389
A8XEU0	O44560
A8XU66	G5EDX1
A8WSV0	Q8I113
A8XPL8	P98060
A8XE64	G5ECF4
A8XJU9	Q8MQ70
A8XXM1	O18696
A8XNT5	Q95ZQ4
A8XM22	Q9TW65
A8XE56	O17582
A8X8A2	P34331
A8XCY2	P90820
H8WGX7	G5ECA1
A8XRH4	Q9GYQ9
Q61L47	Q21955
A8XCB5	G5EFR0
A8X346	P34385
A8XQM4	Q9XXN6
A8X1C6	Q19970
A8X3V7	Q95XZ5
A8X6G6	Q95Y24
A8WUX5	O17759
A8XU07	Q9NA64
A8WRB4	O45181
A8XMF4	H2KYN2
A8XSA2	Q9XUS9
A8XUW4	H2L0B7
A8XC12	Q3Y407
A8Y496	P90876
A8XID8	Q9U2M8
A8XQ18	B6VQ59
A8Y3H1	Q9U2K8
A8XBS2	O44752
A8XJI1	Q11174
A8XBR9	Q8I7G4
A8XKW2	Q95Y82
A8XGH2	Q9N5K1
A8XHA8	Q9U2C5
A8X168	Q19425
A8X8B5	G5EFT9
A8XIP5	O62436
A8XVK6	P90761
A8Y0V0	O61397
A8XEZ1	Q8STE5
A8XXW1	Q19727
A8XFG9	B3WFW5
A8XGC0	P91193
A8WT95	Q17657
A8WT95	Q9N569
A8XT55	P34544
A8XT37	P34617
A8X4D0	Q93534
A8XMM0	Q965T6
A8WQX5	O62471
A8WNS1	Q17549
A8XHD1	G5ECU5
A8WTA2	Q23122
A8WTF2	Q9U295
A8XXG5	P91502
A8WP54	P52887
A8WZQ4	O45087
A8WXS3	Q19467
A8WJJ1	G5EC98
A8WT66	B2D6K9
A8WUV6	Q9GUP2
A8XJF0	Q8MQ20
A8WPE6	Q17574
A8WZ25	Q22040
Q61J98	P32744
A8X3G5	G5EBN9
A8XE97	O01664
A8XAA2	P34607
A8WX97	Q22574
A8XUD7	O16519
A8X094	Q9U3H8
Q60PR7	Q95XP4
A8WMP9	G5EBQ3
A8WRW0	H2KYI7
A8WXR1	G5ED88
A8Y1L3	B1V899
A8X6V5	Q8T7Z0
A8XBN3	Q94287
A8XWZ2	Q22187
A8X5L3	H2KML7
A8WRC9	Q17796
A8X355	P32742
Q61SK8	Q21502
A8Y3J1	P34529
A8XU87	Q9XTS1
A8WRH1	P90857
A8X543	Q19038
A8XSL8	Q21489
A8WXZ5	Q9U7D5
A8WJB2	Q21624
A8XKA8	H2KZ54
A8XT07	O61394
A8XPZ4	L8E6Y3
A8XSF0	O01705
A8XCP6	P23678
A8X662	Q9XU75
A8XVH0	Q20448
A8XW98	Q95Q32
A8XYI9	Q9XVH3
A8XG99	G5EC40
A8X862	P41842
A8WX30	G5EDR6
A8X5H4	G5EBN7
A8WSC6	P45972
A8XK03	G4SC46
A8XHF9	Q95Q02
A8WUG4	Q19266
A8WXF5	Q21872
A8WN78	Q22227
A8X694	P32756
A8XGU0	Q09437
A8XHY8	Q19013
A8XCL7	G5EGL9
A8WSQ9	Q20374
A8XVL1	G5EEH0
A8WQT7	Q95PY9
A8XJP6	Q20007
A8WVP9	Q93520
A8XH50	Q17392
A8XW53	Q11188
A8XPU9	Q9N4C3
A8XGP0	Q9XXQ9
A8WVX9	Q9N478
A8Y3M2	P34413
A8WJ29	Q9BPN3
A8XML6	O45218
A8XBP6	Q86MF6
A8XLN5	O01737
A8Y443	P34885
A8Y1C9	O45246
A8X3U4	O17206
A8XZ97	O44490
A8X660	Q20833
A8X9U5	Q86G90
A8X8Q6	Q21278
A8X881	Q95YE6
A8XRC7	Q93199
A8XQN2	Q95QM5
A8XDM7	G5ECF0
Q61AP6	Q9NAD6
A8Y1R6	P90839
A8WLH3	Q21270
A8XDA4	Q21270
A8XNS6	G5EDX5
A8XQS2	G5EDC0
A8XNN0	H8W3X6
A8XGX7	Q09214
A8XRH8	Q95QQ4
E3CU00	H2KZZ6
A8XHA9	Q9U2C4
A8WZ89	O61213
A8WNH7	H2KZP1
Q17307	P34709
A8XIG0	Q9U263
A8XIG0	O44498
A8WXE5	O62201
A8XGG2	O01514
A8WZR6	Q17539
A8WZE6	Q21653
A8XNX8	P54245
A8WZ74	H2L0P5
A8XSR7	Q17493
A8WUH6	Q19187
A8XRG6	Q19640
A8Y1F8	Q9N5V4
A8XDJ9	A8WI01
A8X859	P41848
A8XPR8	P34815
A8X3Y5	G5EG96
A8XA42	P34651
A8WKU6	Q93641
A8XZG8	H2KYX3
A8XE72	Q22853
A8X768	Q20911
A8WRK6	G5EFP3
A8X627	Q21222
A8X8Y8	Q9XUQ0
A8WNX5	O16452
A8XEH3	P91100
A8XAD5	P34441
A8XJW6	P91096
A8WJ71	Q9N585
A8WJ71	O62275
A8X957	Q9N585
A8X957	O62275
A8X9Q1	D0PV95
A8WWA0	O76618
A8X8K7	Q8MPW0
A8X0Y5	G5EGS3
A8WQK4	O16928
A8X0T1	P90746
A8XLP0	H2KY93
A8XCG2	Q18429
A8X0H0	A3QMB6
A8X6X7	O16242
A8X4S4	Q19579
A8XH02	Q19301
Q619T5	Q22908
A8X7F3	G5EFR8
A8WXF8	Q21874
A8X4D4	Q93539
A8X331	P34644
A8WZA7	Q23136
A8WMY4	Q9XUB9
A8WWW9	Q9U539
A8XYH2	Q9XWG9
A8XEA2	O01658
A8XFA0	P90863
A8XT56	P34535
A8X6Y4	Q965R5
A8Y4A6	G5EE32
A8WTU8	Q09990
A8WRM5	Q23266
A8XW43	B7WN63
A8XCH4	Q09485
A8X0P5	Q23616
A8WN44	Q9XUG5
A8X5H2	Q9XXU5
A8WXH8	Q7YTP8
A8WSA5	G5EDD9
A8WS21	P91442
A8X9X6	Q22531
A8WUG0	Q09298
A8Y0L4	G5EG70
A8X451	Q94407
A8XYB2	Q9U297
A8WWP9	Q9XVI3
A8WR26	H2L0H5
A8WSB5	P45962
A8XKM5	H2L061
A8XF68	P34678
A8XH21	Q19057
A8XNS5	Q19021
A8XJV8	O45873
A8Y1K4	Q9N4T5
A8WNF7	Q19713
A8X8N2	Q19486
A8X9S9	Q9BKZ9
A8XK79	Q7JNP9
A8X8R8	Q17423
A8X8A8	Q22712
A8XEL6	Q93212
A8X3S9	O17157
A8XA90	P34358
A8WSN3	Q22047
A8XK02	O02147
A8X8S9	Q27274
Q60YN5	P34537
A8WRZ0	Q21928
A8Y2B8	C0Z3L1
A8XU00	Q20748
G2J6V3	Q17663
A8WN19	G5EF97
A8X0H7	G5EFT4
Q61WP7	Q18892
A8X4S6	G5EDF1
A8WRX1	Q22505
A8XC64	P48182
A8WN47	Q9XVU3
A8X2L3	Q9UAQ9
A8Y310	Q9GYM8
A8WJ54	Q93650
A8Y2D4	Q8ITY8
A8X4G0	Q22368
A8XJK3	Q8WQC0
A8XPF2	Q18264
Q622X0	Q22271
A8X4L0	G5EC82
A8WT69	Q22744
A8XWB6	G5ED95
A8X7D1	Q22992
A8Y497	Q9XVN3
A8WLM4	Q09649
A8X292	O16997
A8X371	P30642
A8X1T9	Q9GYK9
A8XWC0	G5EFH7
Q9NDG8	G5EDN1
A8Y4M0	Q27526
A8XSI7	Q9XWZ2
A8X059	B5BM47
A8XA85	P34478
A8X813	Q10954
A8Y178	G5ECQ1
A8XNM5	Q21035
A8WQX4	G5EDA8
A8WQR8	O02228
A8WV65	H2FLM3
A8XGJ8	G4RT15
A8WK34	Q22620
A8XJI3	Q11176
A8XPX9	Q18529
A8XWK8	Q17902
A8WT10	Q09580
A8WWK3	G5EGA3
A8XBI8	H2KZM9
A8WTV8	Q09266
A8WWC4	Q65XX1
A8X9B4	Q22961
A8X106	Q20762
A8XWM7	Q18869
A8XLT4	Q9TYU9
A8X2V2	G5ECH3
A8XFQ5	G5EEJ4
A8X4E6	O62146
A8XH62	O02088
A8XTA8	G5EFP8
A8WJP7	Q9XX35
A8WMN6	O02329
A8XIH3	G5ED26
A8WMA1	G5ECS8
A8WLD5	Q22099
A8X6Z6	O61967
A8WW85	G5EDV1
A8XQT3	G5EBL3
A8X726	Q19554
A8XP79	P34393
A8XXQ2	O44729
A8X9T6	Q9BL07
A8X4E8	Q9U3K3
A8WUR5	H2L2A8
A8X0B4	G5ED06
A8XGQ6	G5EEC1
A8X8P0	O45915
A8XKZ8	P91457
A8WZT3	Q94216
A8WJI9	Q9XUN8
A8X6P9	Q9BL17
A8Y0C4	Q9U205
A8XN55	Q93205
A8XSE1	Q9XU12
A8WZC4	Q09543
A8WN72	G5EE53
A8XSW7	K8FE02
A8XCN7	G5EG87
A8XGI3	O44986
A8WWI2	Q7JKP6
A8XXC0	Q09512
A8XFS2	G5EBK3
A8Y219	G5ECW4
A8Y1Z5	Q9TZI7
A8X069	G5EDJ6
A8WW62	Q20644
A8XRK9	Q18647
A8X2T5	Q965W9
A8XKM1	Q23191
A8XPT9	Q94316
A8X5S5	Q20077
A8XT58	P34542
A8WWY5	P90858
A8XE03	P54246
A8X4A1	Q8I4J4
A8XJD9	Q21407
A8X3S6	Q9TYV5
A8XKC5	Q9TXP3
Q60LW7	Q23651
A8Y3K4	P34427
A8XLU8	Q965N3
A8XGF4	Q9TZI1
A8XHX0	Q20680
A8XXF0	Q95X55
A8X076	G5EBW2
A8X3S1	H2KYM8
A8X395	P34487
A8WT54	Q22249
A8XE69	G5EEY5
A8WUQ9	Q21742
A8WZX5	Q95XD1
A8XNI2	Q17499
A8XA46	P34648
A8XNU0	O17328
A8XDD4	Q8I7M7
A8XSJ5	Q20364
A8XJZ8	Q9TZD0
A8WKM5	O45282
A8WKM5	G5EBI1
A8WUX4	O17768
A8WTG0	G5EF07
A8X4F1	Q03412
A8XF66	P34344
A8Y2Z8	B1Q249
A8Y4F1	G5EDH2
A8XJS3	Q21645
A8XLU6	Q95Y73
A8XFI9	P91280
A8XG33	Q8IG66
A8XZS6	Q9XWC4
A8XBK9	Q9XWC4
A8XF23	P91149
A8WRL2	Q93547
A8WR95	Q9UAY4
A8XLN9	Q20352
A8X3S8	G5ECL3
A8XCS5	G5EDG8
A8XA40	P34652
A8XMZ9	O45470
A8WWU4	G5EEF7
A8X287	Q18905
A8X8J1	J3K003
A8XF06	O01847
A8XEH5	O01761
A8XFB6	Q94010
Q60J38	Q21920
A8XCI6	Q22579
A8XML3	Q9N3L2
A8WSW6	Q17959
A8Y4A2	F5GUD3
A8XC44	Q6A590
A8XJC1	Q9N5S8
A8WXP9	G5EC85
A8X734	G5EFL9
A8XC77	O76632
A8X9L6	Q21455
A8WRA6	G5ECZ3
A8XG87	Q9NDH7
A8X510	Q17624
A8X493	Q21657
A8WZA3	Q9N536
A8Y3S0	P49809
A8WMJ1	G4RZJ9
A8X3Z7	O44798
A8XFJ4	H2KYZ7
A8XL47	O45016
A8Y3N2	P34410
A8XDV0	K8F801
A8XUI3	Q86S26
A8XFF4	Q9XW42
Q619W7	Q22492
A8XFJ9	O01759
A8X6Z4	O61966
A8Y253	O45228
A8XWH4	P91859
A8XWH4	A9UJN7
A8XWH4	Q18494
A8WSP4	G5EGS4
A8WSY1	Q18999
A8XA65	P34322
A8WT15	Q9BMN8
A8X9N4	Q21339
A8XXY5	P91272
A8XEZ7	Q9U304
A8XWW4	Q22875
A8WMB2	Q9XXK5
A8XZR6	O61834
Q61H86	Q6RYS9
A8WZ36	P55114
A8WJG3	Q22721
A8XKD8	H2KZ12
A8WUZ2	G5EDB9
A8X4K7	Q93377
A8XLS0	O01914
A8X8G2	Q9XVV1
A8XW18	O17167
A8XIC7	Q27395
A8X1I8	Q20329
A8Y1Z1	Q9BKW6
A8XPE3	Q09345
A8X4G3	Q93655
A8X866	Q7JPQ6
A8WUN1	Q21029
A8XPF3	Q18263
A8XMA3	Q21463
H8WH54	O76555
A8XMI0	Q9BL68
A8XI29	G5EET6
A8WRD5	Q17449
A8WP99	Q22816
A8XLZ4	P34260
A8WN58	Q9U3K2
A8XKK4	Q18563
A8XFR2	Q95Q95
A8X9I4	Q9UAX6
A8Y1Z6	Q9Y048
A8X0P1	Q23621
A8XBY7	Q966P8
A8X3N9	G5EC31
A8XED6	Q9TYS1
A8XHJ5	Q9U217
O97472	Q19537
A8X0F3	B7FAR9
A8WJ70	Q9N584
A8XKA3	P05690
A8XKA3	P55155
A8X9N3	G5EF09
A8XNM4	O17470
A8Y287	G5ECQ2
A8XA01	Q21776
A8X4J4	Q9U3P1
A8XA28	P34562
A8XEL9	Q19140
A8X8H9	Q23255
A8WQK1	O16924
A8WRD6	Q17447
A8X159	Q067Y1
A8XFQ3	P91352
P0C661	P90866
Q61UA0	Q94218
A8X3V1	G5EC99
A8XRB6	G5EEH1
A8XWG6	G5EGP1
A8WXH6	Q7YTP9
A8X848	Q3Y416
A8XQY3	P90901
A8XH91	Q9U2D2
A8XWE1	Q7YTU0
A8WJ61	G5EF68
A8X9A9	G5EFL1
A8WUQ5	Q21747
A8Y3F5	Q7K755
A8WZQ3	O45086
A8X0R1	Q20183
A8XCM9	Q10916
A8Y3R3	H2L2D0
A8XJD4	Q20676
E3CU83	H1UBJ9
A8WKH5	G5ECE3
A8WTL5	Q21436
A8WWB3	H2KZG9
A8XCC9	O45381
A8XH97	Q10576
B6II84	Q21266
B6IEN7	Q18214
A8WN14	Q17750
A8WNL3	Q20760
A8WSS1	Q19052
A8WSU7	Q22003
A8XHF8	Q8ITY3
A8X6Q5	O44997
A8XFD8	Q95QG8
A8Y3X3	Q20822
A8Y4L7	Q22559
A8X6B8	O45067
A8XQI9	G5ECW9
A8X419	Q95QW0
H8WH72	O16296
A8XD35	Q9XUW5
A8WVQ7	G5ECJ6
A8XRK3	G5EC23
A8XA02	P34501
A8XX84	G5ECZ0
A8XKR6	Q17850
A8XDL0	Q22059
A8X449	Q9XVZ2
Q1M2W4	Q20065
A8Y3H0	Q95ZJ1
A8XGX6	Q09432
A8Y4H0	O76554
A8X8P5	G5EBV0
A8X1T4	Q9GZH3
A8XK64	O61201
A8X871	Q95Y89
A8Y0S3	Q7Z205
A8WVD3	O45934
A8X5M7	Q7K707
A8XMP3	Q9XWV2
Q61P40	Q9XTQ6
A8XJR3	G5EGT9
A8WZR7	Q17540
A8XAA7	P34600
A8XC66	Q21432
A8XJI2	P06125
